data_idx,mapped_rxn,template
14913,CC(C)(C)OC(=O)[NH:1][CH2:2][CH2:3][NH:4][S:5]([c:6]1[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][c:13]([O:14][CH2:15][CH:16]3[CH2:17][CH2:18][N:19]([c:20]4[o:21][n:22][c:23]([CH:24]([CH3:25])[CH3:26])[n:27]4)[CH2:28][CH2:29]3)[cH:30][cH:31]2)[cH:32][cH:33]1)(=[O:34])=[O:35].ClCCl.[O:36]=[C:37]([OH:38])[C:39]([F:40])([F:41])[F:42]>>[NH2:1][CH2:2][CH2:3][NH:4][S:5]([c:6]1[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][c:13]([O:14][CH2:15][CH:16]3[CH2:17][CH2:18][N:19]([c:20]4[o:21][n:22][c:23]([CH:24]([CH3:25])[CH3:26])[n:27]4)[CH2:28][CH2:29]3)[cH:30][cH:31]2)[cH:32][cH:33]1)(=[O:34])=[O:35].[O:36]=[C:37]([OH:38])[C:39]([F:40])([F:41])[F:42].[O:36]=[C:37]([OH:38])[C:39]([F:40])([F:41])[F:42],C-C(-C)(-C)-O-C(=O)-[N:1]>>[N:1]
14998,Br[C:1](Br)=[CH:2][CH:3]1[CH2:4][N:5]([CH:6]([CH2:7][CH3:8])[C:9]([NH2:10])=[O:11])[C:12](=[O:13])[CH2:14]1.C#CC1C(=O)N(C(CC)C(N)=O)CC1Br.C1CCOC1.[K]>>[CH:1]#[C:2][CH:3]1[CH2:4][N:5]([CH:6]([CH2:7][CH3:8])[C:9]([NH2:10])=[O:11])[C:12](=[O:13])[CH2:14]1,Br-[C:1](-Br)=[C:2]>>[C:1]#[C:2]
15258,CN(C)C=O.Cl[CH2:1][c:2]1[n:3][c:4]([N:5]([c:6]2[cH:7][cH:8][c:9]([O:10][CH3:11])[c:12]([Cl:13])[cH:14]2)[CH3:15])[c:16]2[c:17]([n:18]1)[cH:19][cH:20][cH:21][cH:22]2.O=C1c2ccccc2C(=O)[NH:23]1.[K]>>[CH2:1]([c:2]1[n:3][c:4]([N:5]([c:6]2[cH:7][cH:8][c:9]([O:10][CH3:11])[c:12]([Cl:13])[cH:14]2)[CH3:15])[c:16]2[c:17]([n:18]1)[cH:19][cH:20][cH:21][cH:22]2)[NH2:23],Cl-[C:1].O=C1-[N:2]-C(=O)-c2:c:c:c:c:c:2-1>>[C:1]-[N:2]
15308,Br[CH:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6]1.CN(C)CCN(C)C.[Br-].[Cl-].[Mg+][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1.[NH4+]>>[CH:1]1([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6]1,[Mg+]-[c:1].Br-[C:2]>>[C:2]-[c:1]
15354,Br[c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)-[c:7]1[n:8][c:9]([C:10]([NH2:11])=[O:12])[c:13]([CH2:14][N:15]3[CH2:16][CH2:17][O:18][CH2:19][CH2:20]3)[n:21]1[CH2:22][CH2:23][O:24]2.CC[Si](CC)(CC)[C:25]#[C:26][C:27]([CH3:28])([OH:29])[CH2:30][F:31].CO.O=C([O-])[O-].O=C([O-])[O-].[K+].[K+]>>[c:1]1([C:25]#[C:26][C:27]([CH3:28])([OH:29])[CH2:30][F:31])[cH:2][cH:3][c:4]2[c:5]([cH:6]1)-[c:7]1[n:8][c:9]([C:10]([NH2:11])=[O:12])[c:13]([CH2:14][N:15]3[CH2:16][CH2:17][O:18][CH2:19][CH2:20]3)[n:21]1[CH2:22][CH2:23][O:24]2,Br-[c:1].C-C-[Si](-C-C)(-C-C)-[C:2]#C>>[C:2]-[c:1]
15442,CN1CCCC1=O.CO[C:1]([c:2]1[c:3]([NH2:4])[cH:5][c:6]([O:7][CH2:8][CH2:9][O:10][CH3:11])[c:12]([O:13][CH2:14][CH2:15][O:16][CH3:17])[cH:18]1)=[O:19].O=[CH:20][NH2:21]>>[c:1]1(=[O:19])[c:2]2[c:3]([n:4][cH:20][nH:21]1)[cH:5][c:6]([O:7][CH2:8][CH2:9][O:10][CH3:11])[c:12]([O:13][CH2:14][CH2:15][O:16][CH3:17])[cH:18]2,[N:1].C-O-[C:2]=O.O=[C:3]-[N:4]>>[c:2]:[n:4]:[c:3]:[n:1]
15748,C1CCOC1.ClCCl.O.O=[c:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[cH:8][cH:9][c:10]2[cH:11][c:12]([F:13])[cH:14][cH:15][c:16]12.[Al+3].[Al+3].[Cl-].[Cl-].[Cl-].[H-].[H-].[H-].[H-].[Li+]>>[CH2:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[CH:8]=[CH:9][c:10]2[cH:11][c:12]([F:13])[cH:14][cH:15][c:16]21,O=[c:1].[c:2]:[c:3]>>[C:1].[C:2]=[C:3]
16178,CC(C)N(CCO[Si](C)(C)C(C)(C)C)C(=O)c1nc(CC2(c3ccc(C(F)(F)F)cc3)CCCC2)nc(O)c1OCc1ccccc1.O[C:1](=[O:2])[c:3]1[n:4][c:5]([CH2:6][C:7]2([c:8]3[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21]3)[CH2:22][CH2:23][CH2:24][CH2:25]2)[n:26][c:27]([OH:28])[c:29]1[O:30][CH2:31][c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1.[CH3:38][CH:39]([CH3:40])[NH:41][CH2:42][CH2:43][O:44][Si:45]([CH3:46])([CH3:47])[C:48]([CH3:49])([CH3:50])[CH3:51]>>[C:1](=[O:2])([c:3]1[n:4][c:5]([CH2:6][C:7]2([c:8]3[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21]3)[CH2:22][CH2:23][CH2:24][CH2:25]2)[n:26][c:27]([OH:28])[c:29]1[O:30][CH2:31][c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1)[N:41]([CH:39]([CH3:38])[CH3:40])[CH2:42][CH2:43][O:44][Si:45]([CH3:46])([CH3:47])[C:48]([CH3:49])([CH3:50])[CH3:51],[N:1].O-[C:2]=O>>[C:2]-[N:1]
16693,[CH3:1][c:2]1[cH:3][c:4]2[n:5][c:6]([CH2:7][N:8]=[N+:9]=[N-:10])[nH:11][c:12]2[cH:13][c:14]1[CH3:15].[CH:16]#[C:17][CH2:18][c:19]1[cH:20][nH:21][c:22]([NH2:23])[n:24]1.[ClH:25]>>[CH3:1][c:2]1[cH:3][c:4]2[n:5][c:6]([CH2:7][n:8]3[n:9][n:10][c:17]([CH2:18][c:19]4[cH:20][nH:21][c:22]([NH2:23])[n:24]4)[cH:16]3)[nH:11][c:12]2[cH:13][c:14]1[CH3:15].[ClH:25].[ClH:25],[C:1]#[C:2].[N:3]=[N:4]=[N:5]>>[c:1]1:[c:2]:[n:3]:[n:4]:[n:5]:1
16785,C1COCCO1.CCN(CC)CC.CCOC(C)=O.Cl.ClCCl.Cl[c:1]1[cH:2][cH:3][c:4]([O:5][c:6]2[cH:7][cH:8][c:9]([NH:10][C:11]([NH:12][C@H:13]([C:14]([NH:15][CH2:16][CH2:17][N:18]([CH:19]([CH3:20])[CH3:21])[CH:22]([CH3:23])[CH3:24])=[O:25])[CH2:26][c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)=[O:33])[cH:34][cH:35]2)[cH:36][cH:37]1.O=C=Nc1ccc(Oc2ccccc2)cc1>>[cH:1]1[cH:2][cH:3][c:4]([O:5][c:6]2[cH:7][cH:8][c:9]([NH:10][C:11]([NH:12][C@H:13]([C:14]([NH:15][CH2:16][CH2:17][N:18]([CH:19]([CH3:20])[CH3:21])[CH:22]([CH3:23])[CH3:24])=[O:25])[CH2:26][c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)=[O:33])[cH:34][cH:35]2)[cH:36][cH:37]1,Cl-[c:1]>>[c:1]
17107,C1CCC2=NCCCN2CC1.CCCCCCCCCCCCCC(=O)Cl.CCCCCCCCCCCCCCN.ClCCl.O=[C:1]([NH:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH3:16])[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH3:29]>>[CH2:1]([NH:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH3:16])[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH3:29],O=[C:1]>>[C:1]
17266,CCn1ncc2c(NC3CCOCC3)c(C(=O)N[C@@H](CO)c3ccccc3)cnc21.O[C:1]([c:2]1[c:3]([NH:4][CH:5]2[CH2:6][CH2:7][O:8][CH2:9][CH2:10]2)[c:11]2[cH:12][n:13][n:14]([CH2:15][CH3:16])[c:17]2[n:18][cH:19]1)=[O:20].[NH2:21][C:22]1([CH2:23][OH:24])[CH2:25][CH2:26][O:27][CH2:28][CH2:29]1>>[C:1]([c:2]1[c:3]([NH:4][CH:5]2[CH2:6][CH2:7][O:8][CH2:9][CH2:10]2)[c:11]2[cH:12][n:13][n:14]([CH2:15][CH3:16])[c:17]2[n:18][cH:19]1)(=[O:20])[NH:21][C:22]1([CH2:23][OH:24])[CH2:25][CH2:26][O:27][CH2:28][CH2:29]1,[N:1].O-[C:2]=O>>[C:2]-[N:1]
17557,Br[c:1]1[c:2]([CH3:3])[cH:4][cH:5][s:6]1.COCCOC.C[O-].O.[CH3:7][CH2:8][OH:9].[Cu]Br.[Na+]>>[c:1]1([O:9][CH2:8][CH3:7])[c:2]([CH3:3])[cH:4][cH:5][s:6]1,[O:1].Br-[c:2]>>[O:1]-[c:2]
17785,CCNC1(C(N)=O)CN(c2nc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c3nn(CC)c(=O)n23)C1.I[CH3:1].[CH3:2][CH2:3][NH:4][C:5]1([C:6]([NH2:7])=[O:8])[CH2:9][N:10]([c:11]2[n:12][c:13](-[c:14]3[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]3)[c:21](-[c:22]3[cH:23][cH:24][c:25]([Cl:26])[cH:27][cH:28]3)[c:29]3[n:30][nH:31][c:32](=[O:33])[n:34]23)[CH2:35]1>>[CH3:1][n:31]1[n:30][c:29]2[c:21](-[c:22]3[cH:23][cH:24][c:25]([Cl:26])[cH:27][cH:28]3)[c:13](-[c:14]3[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]3)[n:12][c:11]([N:10]3[CH2:9][C:5]([NH:4][CH2:3][CH3:2])([C:6]([NH2:7])=[O:8])[CH2:35]3)[n:34]2[c:32]1=[O:33],[n:1].I-[C:2]>>[C:2]-[n:1]
18496,Br[CH2:1][CH2:2][CH2:3][Cl:4].CC(C)(C)OC(=O)N1CCN(c2ccc(OCCCBr)cc2)C(=O)C1.CCC(C)=O.O.O=C([O-])[O-].[CH3:5][C:6]([CH3:7])([CH3:8])[O:9][C:10](=[O:11])[N:12]1[CH2:13][CH2:14][N:15]([c:16]2[cH:17][cH:18][c:19]([OH:20])[cH:21][cH:22]2)[C:23](=[O:24])[CH2:25]1.[K+].[K+]>>[CH2:1]([CH2:2][CH2:3][Cl:4])[O:20][c:19]1[cH:18][cH:17][c:16]([N:15]2[CH2:14][CH2:13][N:12]([C:10]([O:9][C:6]([CH3:5])([CH3:7])[CH3:8])=[O:11])[CH2:25][C:23]2=[O:24])[cH:22][cH:21]1,[O:1]-c.Br-[C:2]>>[C:2]-[O:1]
18848,Cc1ccc(S(=O)(=O)O)cc1.Cc1ccccc1.O.[OH:4][CH2:1][CH2:2][OH:3].O=[CH:5][c:6]1[cH:7][cH:8][c:9]([Br:10])[cH:11][cH:12]1>>[CH2:1]1[CH2:2][O:3][CH:5]([c:6]2[cH:7][cH:8][c:9]([Br:10])[cH:11][cH:12]2)[O:4]1,[O:1].[O:2].O=[C:3]>>[O:1]-[C:3]-[O:2]
18924,CC#N.CC1(C)COB([c:1]2[c:2]([CH3:3])[c:4]([F:5])[c:6]([Si:7]([CH3:8])([CH3:9])[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16][cH:17]2)OC1.ClCCl.Cl[c:18]1[n:19][c:20]([C:21]([O:22][CH3:23])=[O:24])[c:25]([Cl:26])[c:27]([NH:28][C:29]([CH3:30])=[O:31])[cH:32]1.O.[F-].[K+]>>[c:1]1(-[c:18]2[n:19][c:20]([C:21]([O:22][CH3:23])=[O:24])[c:25]([Cl:26])[c:27]([NH:28][C:29]([CH3:30])=[O:31])[cH:32]2)[c:2]([CH3:3])[c:4]([F:5])[c:6]([Si:7]([CH3:8])([CH3:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1,Cl-[c:1].C-C1(-C)-C-O-B(-[c:2])-O-C-1>>[c:1]-[c:2]
18964,CCNc1cc(OC)ccc1C1CCc2cc(OC)ccc2C1.Cl.O=C(Cl)c1ccncc1.O=[C:1]([N:2]([CH2:3][CH3:4])[c:5]1[cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11][c:12]1[CH:13]1[CH2:14][CH2:15][c:16]2[cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22][c:23]2[CH2:24]1)[c:25]1[cH:26][cH:27][n:28][cH:29][cH:30]1>>[CH2:1]([N:2]([CH2:3][CH3:4])[c:5]1[cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11][c:12]1[CH:13]1[CH2:14][CH2:15][c:16]2[cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22][c:23]2[CH2:24]1)[c:25]1[cH:26][cH:27][n:28][cH:29][cH:30]1,O=[C:1]>>[C:1]
19005,Br[c:1]1[cH:2][cH:3][c:4]([C:5]([c:6]2[c:7]([CH3:8])[cH:9][cH:10][c:11]([N+:12](=[O:13])[O-:14])[cH:15]2)=[O:16])[c:17]([Cl:18])[cH:19]1.Cc1ccc([N+](=O)[O-])cc1C(=O)c1ccc(Nc2ccc(C(F)(F)F)cc2)cc1Cl.[NH2:20][c:21]1[cH:22][cH:23][c:24]([F:25])[cH:26][c:27]1[Cl:28]>>[c:1]1([NH:20][c:21]2[cH:22][cH:23][c:24]([F:25])[cH:26][c:27]2[Cl:28])[cH:2][cH:3][c:4]([C:5]([c:6]2[c:7]([CH3:8])[cH:9][cH:10][c:11]([N+:12](=[O:13])[O-:14])[cH:15]2)=[O:16])[c:17]([Cl:18])[cH:19]1,[N:1].Br-[c:2]>>[N:1]-[c:2]
19272,CN1CCN(CCCNc2nccc(-c3cc4ccccc4s3)n2)CC1.Cl.Cl.Cl.Cl[c:1]1[n:2][cH:3][cH:4][c:5](-[c:6]2[cH:7][c:8]3[cH:9][cH:10][cH:11][c:12]([Cl:13])[c:14]3[s:15]2)[n:16]1.[CH3:17][N:18]1[CH2:19][CH2:20][N:21]([CH2:22][CH2:23][CH2:24][NH2:25])[CH2:26][CH2:27]1>>[c:1]1([NH:25][CH2:24][CH2:23][CH2:22][N:21]2[CH2:20][CH2:19][N:18]([CH3:17])[CH2:27][CH2:26]2)[n:2][cH:3][cH:4][c:5](-[c:6]2[cH:7][c:8]3[cH:9][cH:10][cH:11][c:12]([Cl:13])[c:14]3[s:15]2)[n:16]1,[N:1].Cl-[c:2]>>[N:1]-[c:2]
19273,CC(C)=O.I[CH3:1].O=C([O-])[O-].[K+].[K+].[O:2]=[C:3]1[CH2:4][CH:5]([OH:6])[CH:7]=[C:8]1[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH:14]([C:15]([OH:16])=[S:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>>[CH3:1][O:16][C:15]([CH:14]([CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][C:8]1=[CH:7][CH:5]([OH:6])[CH2:4][C:3]1=[O:2])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)=[S:17],I-[C:1].S=C-[O:2]>>[C:1]-[O:2]
20020,CCCCC(=O)O[C:5]([CH2:4][CH2:3][CH2:2][CH3:1])=[O:6].CN(C)c1ccncc1.Cl.[NH2:7][c:8]1[n:9][cH:10][n:11][c:12]2[c:13]1[n:14][cH:15][n:16]2-[c:17]1[cH:18][cH:19][c:20]([NH:21][C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][c:28]([Cl:29])[c:30]([C:31]([F:32])([F:33])[F:34])[cH:35]2)[cH:36][cH:37]1.c1ccncc1>>[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[NH:7][c:8]1[n:9][cH:10][n:11][c:12]2[c:13]1[n:14][cH:15][n:16]2-[c:17]1[cH:18][cH:19][c:20]([NH:21][C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][c:28]([Cl:29])[c:30]([C:31]([F:32])([F:33])[F:34])[cH:35]2)[cH:36][cH:37]1,[N:1].C-C-C-C-C(=O)-O-[C:2]=O>>[C:2]-[N:1]
20049,Cc1ccccc1.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.O.O=C(SC(C(=O)O)N1C(=O)CCC1=O)c1ccccc1.[Na+].[O:9]=[C:10]([OH:11])[CH2:12][SH:13].[OH-]>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[S:13][CH2:12][C:10](=[O:9])[OH:11],[S:1].Cl-[C:2]>>[C:2]-[S:1]
20127,COC(OC)OC.O=S(=O)(O)O.[OH:4][CH3:1].[O:2]=[C:3](O)[c:5]1[cH:6][c:7]([I:8])[cH:9][cH:10][c:11]1[OH:12]>>[CH3:1][O:4][C:3](=[O:2])[c:5]1[cH:6][c:7]([I:8])[cH:9][cH:10][c:11]1[OH:12],[O:1].O-[C:2]=O>>[C:2]-[O:1]
20656,CCO[CH:2](OCC)[CH2:3][N:4]([CH2:5][C:6]([O:7][CH2:8][CH3:9])=[O:10])[C:11](=[O:12])[O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.ClC(Cl)Cl.[OH2:1].O=C(O)C(F)(F)F>>[O:1]=[CH:2][CH2:3][N:4]([CH2:5][C:6]([O:7][CH2:8][CH3:9])=[O:10])[C:11](=[O:12])[O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,[O:1].C-C-O-[C:2]-O-C-C>>[C:2]=[O:1]
21402,Cc1ccc(S(=O)(=O)[O-])cc1.O.[OH:11][CH2:1][CH2:2][CH2:3][OH:4].[CH3:5][O:6][c:7]1[cH:8][c:9]([CH:10]=O)[cH:12][c:13]([I:14])[c:15]1[O:16][CH3:17].c1cc[nH+]cc1.c1ccccc1.c1ccccc1>>[CH2:1]1[CH2:2][CH2:3][O:4][CH:10]([c:9]2[cH:8][c:7]([O:6][CH3:5])[c:15]([O:16][CH3:17])[c:13]([I:14])[cH:12]2)[O:11]1,[O:1].[O:2].O=[C:3]>>[O:1]-[C:3]-[O:2]
21936,CO.N[NH:1][c:2]1[n:3][cH:4][c:5]([Cl:6])[cH:7][c:8]1[F:9].[Ni]>>[NH2:1][c:2]1[n:3][cH:4][c:5]([Cl:6])[cH:7][c:8]1[F:9],N-[N:1]>>[N:1]
22067,CO.COc1ccc2cc([C@@H](C)C(=O)[O:1][C@@H:2]([CH2:3][c:4]3[c:5]([Cl:6])[cH:7][n:8][cH:9][c:10]3[Cl:11])[c:12]3[cH:13][cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21]3)ccc2c1.Cc1ccccc1.O.[K]>>[OH:1][C@@H:2]([CH2:3][c:4]1[c:5]([Cl:6])[cH:7][n:8][cH:9][c:10]1[Cl:11])[c:12]1[cH:13][cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21]1,C-O-c1:c:c:c2:c:c(-C(-C)-C(=O)-[O:1]):c:c:c:2:c:1>>[O:1]
22478,ClCCl.F[C:1]([c:2]1[cH:3][c:4]([N:5]2[CH2:6][CH2:7][N:8]([C:9](=[O:10])[C:11]([F:12])([F:13])[F:14])[CH2:15][CH2:16]2)[c:17]([CH3:18])[c:19]([N:20]([CH2:21][CH2:22][N:23]2[CH2:24][CH2:25][CH2:26][CH2:27]2)[C:28](=[O:29])[C:30]([F:31])([F:32])[F:33])[cH:34]1)=[O:35].[N-:36]=[N+:37]=[N-:38].[Na+]>>[C:1]([c:2]1[cH:3][c:4]([N:5]2[CH2:6][CH2:7][N:8]([C:9](=[O:10])[C:11]([F:12])([F:13])[F:14])[CH2:15][CH2:16]2)[c:17]([CH3:18])[c:19]([N:20]([CH2:21][CH2:22][N:23]2[CH2:24][CH2:25][CH2:26][CH2:27]2)[C:28](=[O:29])[C:30]([F:31])([F:32])[F:33])[cH:34]1)(=[O:35])[N:36]=[N+:37]=[N-:38],F-[C:1].[N+]=[N:2]>>[C:1]-[N:2]
22521,BrCCBr.Br[CH2:1][c:2]1[c:3]([Cl:4])[cH:5][cH:6][cH:7][cH:8]1.C1CCOC1.CCOCC.CON(C)[C:9](=[O:10])[c:11]1[cH:12][c:13]2[cH:14][n:15][c:16]([S:17][CH3:18])[n:19][c:20]2[n:21]1-[c:22]1[cH:23][cH:24][c:25]([F:26])[cH:27][cH:28]1.[Mg]>>[CH2:1]([c:2]1[c:3]([Cl:4])[cH:5][cH:6][cH:7][cH:8]1)[C:9](=[O:10])[c:11]1[cH:12][c:13]2[cH:14][n:15][c:16]([S:17][CH3:18])[n:19][c:20]2[n:21]1-[c:22]1[cH:23][cH:24][c:25]([F:26])[cH:27][cH:28]1,Br-[C:1].C-O-N(-C)-[C:2]>>[C:1]-[C:2]
23261,OO.[N:1]#[C:2][C:3]([C:4]([NH2:5])=[S:6])=[C:7]([NH2:8])[N:9]1[CH2:10][CH2:11][CH2:12][CH2:13]1>>[N:1]#[C:2][c:3]1[c:4]([NH2:5])[s:6][n:8][c:7]1[N:9]1[CH2:10][CH2:11][CH2:12][CH2:13]1,[N:1]-[C:2]=[C:3]-[C:4]=[S:5]>>[c:2]1:[n:1]:[s:5]:[c:4]:[c:3]:1
23523,Br[c:1]1[cH:2][cH:3][n:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][c:12]12.C1CCOC1.ClCCl.Cl[Pd]Cl.[Cl-].[Fe+2].[Mg+][CH:13]=[CH2:14].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>>[c:1]1([CH:13]=[CH2:14])[cH:2][cH:3][n:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][c:12]12,Br-[c:1].C=[C:2]-[Mg+]>>[C:2]-[c:1]
23615,COC(=O)[C@@H](OC(C)(C)C)c1c(C)cc2nc3cn2c1N1CCC(C)(CC1)OCCCC[C@H](C)Oc1cc(F)ccc1-c1cccc-3c1.[CH3:1][O:2][C:3](=[O:4])[C@@H:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])[c:11]1[c:12]([CH3:13])[c:14]([CH3:15])[c:16]2[n:17][c:18]3[cH:19][n:20]2[c:21]1[N:22]1[CH2:23][CH2:24][C:25]([CH3:26])([CH2:27][CH2:28]1)[O:29][CH2:30][CH:31]=[CH:32][CH2:33][C@H:34]([CH3:35])[O:36][c:37]1[c:38]([F:39])[cH:40][c:41]([F:42])[cH:43][c:44]1-[c:45]1[cH:46][cH:47][cH:48][c:49]-3[cH:50]1>>[CH3:1][O:2][C:3](=[O:4])[C@@H:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])[c:11]1[c:12]([CH3:13])[c:14]([CH3:15])[c:16]2[n:17][c:18]3[cH:19][n:20]2[c:21]1[N:22]1[CH2:23][CH2:24][C:25]([CH3:26])([CH2:27][CH2:28]1)[O:29][CH2:30][CH2:31][CH2:32][CH2:33][C@H:34]([CH3:35])[O:36][c:37]1[c:38]([F:39])[cH:40][c:41]([F:42])[cH:43][c:44]1-[c:45]1[cH:46][cH:47][cH:48][c:49]-3[cH:50]1,[C:1]=[C:2]>>[C:1]-[C:2]
23735,C1COCCO1.CC(=O)[O-].CC1(C)OB([B:5]2[O:4][C:2]([CH3:1])([CH3:3])[C:7]([CH3:8])([CH3:9])[O:6]2)OC1(C)C.ClCCl.O=S(=O)(O[c:10]1[cH:11][cH:12][c:13]([C:14]([O:15][CH3:16])=[O:17])[cH:18][c:19]1[C:20]#[N:21])C(F)(F)F.[K+]>>[CH3:1][C:2]1([CH3:3])[O:4][B:5]([c:10]2[cH:11][cH:12][c:13]([C:14]([O:15][CH3:16])=[O:17])[cH:18][c:19]2[C:20]#[N:21])[O:6][C:7]1([CH3:8])[CH3:9],C-C1(-C)-O-B(-[B:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]>>[B:1]-[c:2]
24128,CC(C)OB(OC(C)C)[c:1]1[cH:2][cH:3][c:4]([O:5][CH2:6][CH2:7][Cl:8])[cH:9][cH:10]1.CCOC(C)=O.COCCOC.I[c:11]1[c:12]([NH:13][c:14]2[c:15]([CH3:16])[c:17]3[c:18]([c:19]([Cl:20])[cH:21]2)[nH:22][cH:23][cH:24]3)[c:25]([C:26]#[N:27])[cH:28][n:29][cH:30]1.O=C([O-])[O-].[Na+].[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[c:1]1(-[c:11]2[c:12]([NH:13][c:14]3[c:15]([CH3:16])[c:17]4[c:18]([c:19]([Cl:20])[cH:21]3)[nH:22][cH:23][cH:24]4)[c:25]([C:26]#[N:27])[cH:28][n:29][cH:30]2)[cH:2][cH:3][c:4]([O:5][CH2:6][CH2:7][Cl:8])[cH:9][cH:10]1,I-[c:1].C-C(-C)-O-B(-[c:2])-O-C(-C)-C>>[c:1]-[c:2]
24617,CC1(C)OB([CH2:1][CH:2]=[CH2:3])OC1(C)C.COCCOC.O.O=C([O-])[O-].O=S(=O)(O[c:4]1[c:5]([C:6]([O:7][CH3:8])=[O:9])[s:10][c:11](-[c:12]2[c:13]([CH3:14])[n:15][n:16]3[cH:17][cH:18][cH:19][cH:20][c:21]23)[n:22]1)C(F)(F)F.[Cs+].[Cs+]>>[CH2:1]([CH:2]=[CH2:3])[c:4]1[c:5]([C:6]([O:7][CH3:8])=[O:9])[s:10][c:11](-[c:12]2[c:13]([CH3:14])[n:15][n:16]3[cH:17][cH:18][cH:19][cH:20][c:21]23)[n:22]1,F-C(-F)(-F)-S(=O)(=O)-O-[c:1].C-C1(-C)-O-B(-[C:2]-C=C)-O-C-1(-C)-C>>[C:2]-[c:1]
24835,ClCCl.O=[Mn]=O.O[OH:1].[CH2:2]=[CH:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][OH:10].c1cn[nH]c1>>[O:1]1[CH2:2][CH:3]1[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][OH:10],O-[O:1].[C:2]=[C:3]>>[C:2]1-[C:3]-[O:1]-1
