data_idx,mapped_rxn,template
13028,O=C1CCC(=O)N1[Br:1].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]1=[C:8]([CH3:9])[NH:10][C:11]([c:12]2[n:13][cH:14][n:15][s:16]2)=[N:17][CH:18]1[c:19]1[cH:20][cH:21][c:22]([F:23])[cH:24][c:25]1[Br:26]>>[Br:1][CH2:9][C:8]1=[C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])[CH:18]([c:19]2[cH:20][cH:21][c:22]([F:23])[cH:24][c:25]2[Br:26])[N:17]=[C:11]([c:12]2[n:13][cH:14][n:15][s:16]2)[NH:10]1,C=C-[C:1].O=C1-C-C-C(=O)-N-1-[Br:2]>>[Br:2]-[C:1]
13389,C1CO[C:1]2(O1)[CH2:3][CH2:4][CH:5]([c:6]1[cH:7][c:8]([F:9])[cH:10][c:11]([F:12])[cH:13]1)[CH2:14][CH2:15]2.Cc1ccccc1.[OH2:2].O=CO>>[C:1]1(=[O:2])[CH2:3][CH2:4][CH:5]([c:6]2[cH:7][c:8]([F:9])[cH:10][c:11]([F:12])[cH:13]2)[CH2:14][CH2:15]1,[O:1].C1-C-O-[C:2]-O-1>>[C:2]=[O:1]
13421,CC1(C)OB([c:1]2[cH:2][cH:3][c:4]3[c:5]([cH:6]2)[CH2:7][NH:8][C:9]3=[O:10])OC1(C)C.Cl[C:11]1=[N:12][N:13]([c:14]2[n:15][c:16]([CH3:17])[c:18]([C:19]#[N:20])[cH:21][cH:22]2)[C@@H:23]([CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28]2)[CH2:29]1>>[c:1]1([C:11]2=[N:12][N:13]([c:14]3[n:15][c:16]([CH3:17])[c:18]([C:19]#[N:20])[cH:21][cH:22]3)[C@@H:23]([CH:24]3[CH2:25][CH2:26][CH2:27][CH2:28]3)[CH2:29]2)[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH2:7][NH:8][C:9]2=[O:10],Cl-[C:1]=N.C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C>>[C:1]-[c:2]
13633,C1CCOC1.CON(C)[C:1](=[O:2])[CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]([Br:10])[cH:11]1.[Br-].[Mg+][CH3:12]>>[C:1](=[O:2])([CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]([Br:10])[cH:11]1)[CH3:12],[C:1]-[Mg+].C-O-N(-C)-[C:2]>>[C:1]-[C:2]
13691,Cl.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1.[CH3:10][N:11]1[C:12](=[NH:13])[C:14]([CH3:15])([CH3:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]21.c1ccncc1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1)[N:13]=[C:12]1[N:11]([CH3:10])[c:22]2[c:17]([cH:18][cH:19][cH:20][cH:21]2)[C:14]1([CH3:15])[CH3:16],Cl-[C:1].C=[N:2]>>[C:1]-[N:2]
13917,CCO.Cc1ccccc1.I[c:1]1[cH:2][c:3]([C:4]([NH:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[n:11][n:12][cH:13]1.O=C([O-])[O-].OB(O)[C:14]1=[C:15]([Br:16])[CH2:17][CH2:18][CH2:19]1.[K+].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[c:1]1([C:14]2=[C:15]([Br:16])[CH2:17][CH2:18][CH2:19]2)[cH:2][c:3]([C:4]([NH:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[n:11][n:12][cH:13]1,I-[c:1].C=[C:2]-B(-O)-O>>[C:2]-[c:1]
15176,CC(C)(C#N)N=NC(C)(C)C#N.ClC(Cl)(Cl)Cl.O.O=C1CCC(=O)N1[Br:1].[CH3:2][O:3][C:4](=[O:5])[CH2:6][c:7]1[cH:8][cH:9][c:10]2[o:11][c:12]([Br:13])[cH:14][c:15]2[cH:16]1>>[Br:1][CH:6]([C:4]([O:3][CH3:2])=[O:5])[c:7]1[cH:8][cH:9][c:10]2[o:11][c:12]([Br:13])[cH:14][c:15]2[cH:16]1,O=C-[C:1].O=C1-C-C-C(=O)-N-1-[Br:2]>>[Br:2]-[C:1]
15302,CC(C)(C)[Si](C)(C)[O:1][CH2:2][CH2:3][NH:4][C@H:5]1[CH2:6][CH2:7][N:8]([c:9]2[cH:10][cH:11][c:12]3[c:13]([NH:14][C:15](=[O:16])[CH2:17][CH2:18][CH:19]4[CH2:20][CH2:21][CH2:22][CH2:23]4)[c:24]([Cl:25])[cH:26][cH:27][c:28]3[n:29]2)[CH2:30]1.CO.Cl.ClCCl>>[OH:1][CH2:2][CH2:3][NH:4][C@H:5]1[CH2:6][CH2:7][N:8]([c:9]2[cH:10][cH:11][c:12]3[c:13]([NH:14][C:15](=[O:16])[CH2:17][CH2:18][CH:19]4[CH2:20][CH2:21][CH2:22][CH2:23]4)[c:24]([Cl:25])[cH:26][cH:27][c:28]3[n:29]2)[CH2:30]1,C-C(-C)(-C)-[Si](-C)(-C)-[O:1]>>[O:1]
15376,CC(=O)N(C)C.CCO.CS(=O)(=O)O[CH2:1][CH2:2][O:3][c:4]1[cH:5][c:6]2[s:7][c:8]([CH3:9])[c:10](-[c:11]3[cH:12][cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]3)[c:21]2[cH:22][cH:23]1.[CH3:24][NH2:25]>>[CH2:1]([CH2:2][O:3][c:4]1[cH:5][c:6]2[s:7][c:8]([CH3:9])[c:10](-[c:11]3[cH:12][cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]3)[c:21]2[cH:22][cH:23]1)[NH:25][CH3:24],[N:1].C-S(=O)(=O)-O-[C:2]>>[C:2]-[N:1]
15437,CC(=O)O.O=[CH2:1].[CH2:2]1[CH2:3][CH2:4][NH:5][CH2:6]1.[O:7]=[C:8]([c:9]1[cH:10][cH:11][c:12]([CH2:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1)[N:23]1[CH2:24][CH2:25][c:26]2[cH:27][cH:28][o:29][c:30]2[CH2:31]1>>[CH2:1]([N:5]1[CH2:4][CH2:3][CH2:2][CH2:6]1)[c:28]1[cH:27][c:26]2[c:30]([o:29]1)[CH2:31][N:23]([C:8](=[O:7])[c:9]1[cH:10][cH:11][c:12]([CH2:13][CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[cH:21][cH:22]1)[CH2:24][CH2:25]2,[N:1].[c:2].O=[C:3]>>[N:1]-[C:3]-[c:2]
15733,CC(=O)[O-].CC(=O)[O-].OB(O)[c:1]1[cH:2][cH:3][c:4]([C:5]([O:6][CH3:7])=[O:8])[c:9]([F:10])[cH:11]1.[CH3:12][c:13]1[cH:14][c:15]([C:16]([OH:17])([CH:18]([CH3:19])[c:20]2[cH:21][cH:22][c:23]([OH:24])[cH:25][c:26]2[Cl:27])[C:28]([F:29])([F:30])[F:31])[cH:32][n:33]([CH3:34])[c:35]1=[O:36].[Cu+2].c1ccncc1>>[c:1]1([O:24][c:23]2[cH:22][cH:21][c:20]([CH:18]([C:16]([c:15]3[cH:14][c:13]([CH3:12])[c:35](=[O:36])[n:33]([CH3:34])[cH:32]3)([OH:17])[C:28]([F:29])([F:30])[F:31])[CH3:19])[c:26]([Cl:27])[cH:25]2)[cH:2][cH:3][c:4]([C:5]([O:6][CH3:7])=[O:8])[c:9]([F:10])[cH:11]1,[O:1]-c.O-B(-O)-[c:2]>>[O:1]-[c:2]
15771,CCN(CC)CC.CN(C)C=O.O=C(O[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)c1ccccc1.[CH3:9][C:10]1([CH3:11])[O:12][B:13]([c:14]2[cH:15][cH:16][c:17]([F:18])[c:19]([C@:20]3([CH2:21][F:22])[CH2:23][C@@H:24]([C:25]([F:26])([F:27])[F:28])[O:29][C:30]([NH2:31])=[N:32]3)[cH:33]2)[O:34][C:35]1([CH3:36])[CH3:37]>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[NH:31][C:30]1=[N:32][C@@:20]([c:19]2[c:17]([F:18])[cH:16][cH:15][c:14]([B:13]3[O:12][C:10]([CH3:9])([CH3:11])[C:35]([CH3:36])([CH3:37])[O:34]3)[cH:33]2)([CH2:21][F:22])[CH2:23][C@@H:24]([C:25]([F:26])([F:27])[F:28])[O:29]1,[N:1].O=[C:2]-O-C(=O)-c1:c:c:c:c:c:1>>[C:2]-[N:1]
15776,Br[c:1]1[cH:2][cH:3][c:4](-[c:5]2[n:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[n:13][c:14]2-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1.CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].Cc1ccccc1C.O.[Na+].[cH:23]1[cH:24][cH:25][c:26](-[c:27]2[cH:28][cH:29][c:30]3[nH:31][c:32]4[cH:33][cH:34][c:35](-[c:36]5[cH:37][cH:38][cH:39][cH:40][cH:41]5)[cH:42][c:43]4[c:44]3[cH:45]2)[cH:46][cH:47]1>>[c:1]1(-[n:31]2[c:30]3[cH:29][cH:28][c:27](-[c:26]4[cH:25][cH:24][cH:23][cH:47][cH:46]4)[cH:45][c:44]3[c:43]3[c:32]2[cH:33][cH:34][c:35](-[c:36]2[cH:37][cH:38][cH:39][cH:40][cH:41]2)[cH:42]3)[cH:2][cH:3][c:4](-[c:5]2[n:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[n:13][c:14]2-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1,[n:1].Br-[c:2]>>[c:2]-[n:1]
15903,C1COCCO1.CCCC[Sn](CCCC)(CCCC)[C:1](=[CH2:2])[O:3][CH2:4][CH3:5].I[c:6]1[cH:7][cH:8][cH:9][c:10]2[c:11]1[CH2:12][CH2:13][N:14]1[C:15]2=[CH:16][C:17](=[O:18])[NH:19][CH2:20][C:21]1=[O:22].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[C:1](=[CH2:2])([O:3][CH2:4][CH3:5])[c:6]1[cH:7][cH:8][cH:9][c:10]2[c:11]1[CH2:12][CH2:13][N:14]1[C:15]2=[CH:16][C:17](=[O:18])[NH:19][CH2:20][C:21]1=[O:22],I-[c:1].C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[C:2]=C>>[C:2]-[c:1]
16407,C1CCOC1.CC(C)C[Al+]CC(C)C.CCO[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][c:9]([C:10]([NH2:11])=[O:12])[c:13]([NH:14][C:15]([NH2:16])=[O:17])[nH:18]2)[cH:19][cH:20]1.CO.Cc1ccccc1.O.[H-]>>[CH2:1]([OH:2])[c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][c:9]([C:10]([NH2:11])=[O:12])[c:13]([NH:14][C:15]([NH2:16])=[O:17])[nH:18]2)[cH:19][cH:20]1,C-C-O-[C:1]=[O:2]>>[C:1]-[O:2]
17570,C1CCOC1.CC(C)(C)[Si](C)(C)[O:1][C@@H:2]([CH2:3][NH:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][O:12][c:13]1[cH:14][c:15]([C@H:16]([CH2:17][CH2:18][N:19]([CH:20]([CH3:21])[CH3:22])[CH:23]([CH3:24])[CH3:25])[c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[c:32]([OH:33])[cH:34][cH:35]1)[c:36]1[cH:37][cH:38][c:39]([OH:40])[c:41]([NH:42][S:43]([CH3:44])(=[O:45])=[O:46])[cH:47]1.CCN(CC)CC.CO.F.F.F.[NH3:48]>>[NH3:48].[OH:1][C@@H:2]([CH2:3][NH:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][O:12][c:13]1[cH:14][c:15]([C@H:16]([CH2:17][CH2:18][N:19]([CH:20]([CH3:21])[CH3:22])[CH:23]([CH3:24])[CH3:25])[c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[c:32]([OH:33])[cH:34][cH:35]1)[c:36]1[cH:37][cH:38][c:39]([OH:40])[c:41]([NH:42][S:43]([CH3:44])(=[O:45])=[O:46])[cH:47]1,C-C(-C)(-C)-[Si](-C)(-C)-[O:1]>>[O:1]
17835,C1CCOC1.CO.O.[BH4-].[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH3:8])[C:9](=[O:10])[N:11]([c:12]1[cH:13][cH:14][cH:15][n:16][cH:17]1)[C:18]2=[O:19].[Na+]>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH3:8])[CH:9]([OH:10])[N:11]([c:12]1[cH:13][cH:14][cH:15][n:16][cH:17]1)[C:18]2=[O:19],[C:1]=[O:2]>>[C:1]-[O:2]
17905,CO.C[O-].O=C(c1ccccc1)[O:1][CH2:2][c:3]1[cH:4][cH:5][n:6][c:7]([F:8])[cH:9]1.[Cl-].[NH4+].[Na+]>>[OH:1][CH2:2][c:3]1[cH:4][cH:5][n:6][c:7]([F:8])[cH:9]1,O=C(-[O:1])-c1:c:c:c:c:c:1>>[O:1]
18479,CCO.O=[Pt].O[CH:1]1[CH2:2][c:3]2[cH:4][c:5]([Cl:6])[c:7]([N:8]3[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]3)[cH:14][c:15]2[O:16]1>>[CH2:1]1[CH2:2][c:3]2[cH:4][c:5]([Cl:6])[c:7]([N:8]3[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]3)[cH:14][c:15]2[O:16]1,O-[C:1]-O>>[C:1]
18693,C1CCOC1.O.[Br-].[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[n:9][c:10]3[c:11]([Cl:12])[cH:13][cH:14][cH:15][n:16]3[c:17]2[CH:18]=[O:19])[cH:20]1.[Mg+][C:21]#[CH:22]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[n:9][c:10]3[c:11]([Cl:12])[cH:13][cH:14][cH:15][n:16]3[c:17]2[CH:18]([OH:19])[C:21]#[CH:22])[cH:20]1,C#[C:1]-[Mg+].[C:2]=[O:3]>>[C:1]-[C:2]-[O:3]
18777,CC(C)O.Cl.O=[CH2:2].[CH3:3][NH:4][CH3:5].[ClH:1].[O:6]=[C:7]1[CH2:8][CH:9]([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[O:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]21>>[CH2:2]([N:4]([CH3:3])[CH3:5])[CH:8]1[C:7](=[O:6])[c:22]2[c:17]([cH:18][cH:19][cH:20][cH:21]2)[O:16][CH:9]1[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1.[ClH:1],[N:1].O=[C:2].O=C-[C:3]>>[C:3]-[C:2]-[N:1]
19350,Br[c:1]1[cH:2][cH:3][cH:4][c:5]([CH3:6])[c:7]1[C:8](=[O:9])[OH:10].CCO.Cl.O.[N-:11]=[N+:12]=[N-:13].[Na+]>>[c:1]1([N:11]=[N+:12]=[N-:13])[cH:2][cH:3][cH:4][c:5]([CH3:6])[c:7]1[C:8](=[O:9])[OH:10],Br-[c:1].[N+]=[N:2]>>[N:2]-[c:1]
19818,CC(C)(C)OC(=O)[NH:1][C:2]1([c:3]2[cH:4][cH:5][c:6](-[c:7]3[c:8](-[c:9]4[cH:10][cH:11][cH:12][cH:13][cH:14]4)[o:15][c:16]4[c:17]([cH:18][c:19]([O:20][CH3:21])[c:22]([CH3:23])[cH:24]4)[c:25]3=[O:26])[cH:27][cH:28]2)[CH2:29][CH2:30][CH2:31]1.NC1(c2ccc(-c3c(-c4ccccc4)oc4ccc(F)cc4c3=O)cc2)CCC1>>[NH2:1][C:2]1([c:3]2[cH:4][cH:5][c:6](-[c:7]3[c:8](-[c:9]4[cH:10][cH:11][cH:12][cH:13][cH:14]4)[o:15][c:16]4[c:17]([cH:18][c:19]([O:20][CH3:21])[c:22]([CH3:23])[cH:24]4)[c:25]3=[O:26])[cH:27][cH:28]2)[CH2:29][CH2:30][CH2:31]1,C-C(-C)(-C)-O-C(=O)-[N:1]>>[N:1]
20347,C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.CCOC(C)=O.C[Si](C)(C)[O:1][C:2]([CH2:3][C:4]#[CH:5])([CH2:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([NH2:17])=[O:18])[C:19]([F:20])([F:21])[F:22].[F-]>>[OH:1][C:2]([CH2:3][C:4]#[CH:5])([CH2:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]([NH2:17])=[O:18])[C:19]([F:20])([F:21])[F:22],C-[Si](-C)(-C)-[O:1]>>[O:1]
21335,CCO.NN.O.O=C1c2ccccc2C(=O)[N:1]1[CH2:2][C:3]1=[C:4]([C:5](=[O:6])[O:7][CH2:8][CH3:9])[CH:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[Cl:17])[C:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])=[C:24]([CH3:25])[NH:26]1>>[NH2:1][CH2:2][C:3]1=[C:4]([C:5](=[O:6])[O:7][CH2:8][CH3:9])[CH:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[Cl:17])[C:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])=[C:24]([CH3:25])[NH:26]1,O=C1-[N:1]-C(=O)-c2:c:c:c:c:c:2-1>>[N:1]
21480,CCOC(C)=O.CN(C)C=O.I[CH2:1][CH:2]1[CH2:3][CH2:4][CH:5]([c:6]2[n:7]([CH3:8])[n:9][cH:10][c:11]2[N+:12](=[O:13])[O-:14])[O:15]1.[N-:16]=[N+:17]=[N-:18].[Na+]>>[CH2:1]([CH:2]1[CH2:3][CH2:4][CH:5]([c:6]2[n:7]([CH3:8])[n:9][cH:10][c:11]2[N+:12](=[O:13])[O-:14])[O:15]1)[N:16]=[N+:17]=[N-:18],I-[C:1].[N+]=[N:2]>>[C:1]-[N:2]
21519,C1CCOC1.Cl[Ni]Cl.Cl[c:1]1[n:2][c:3]([NH:4][c:5]2[cH:6][c:7]([CH:8]3[CH2:9][CH2:10]3)[n:11][nH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[n:19]1.[Cl-].[Mg+][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[c:1]1([CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[n:2][c:3]([NH:4][c:5]2[cH:6][c:7]([CH:8]3[CH2:9][CH2:10]3)[n:11][nH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[n:19]1,Cl-[c:1].[C:2]-[Mg+]>>[C:2]-[c:1]
21522,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)O[C@@H:1]([C:2]([O:3][CH3:4])=[O:5])[CH3:6].O=C([O-])[O-].[Cl-].[K+].[K+].[NH2:7][c:8]1[cH:9][cH:10][c:11]([F:12])[c:13]([F:14])[c:15]1[F:16]>>[C@@H:1]([C:2]([O:3][CH3:4])=[O:5])([CH3:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([F:12])[c:13]([F:14])[c:15]1[F:16],[N:1].C-S(=O)(=O)-O-[C:2]-C=O>>[C:2]-[N:1]
21620,CCO.O.[ClH:1].[H][H].c1ccc(C(c2ccccc2)[N:2]2[CH2:3][CH:4]([CH2:5][S:6](=[O:7])(=[O:8])[c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[F:15])[CH2:16]2)cc1>>[ClH:1].[NH:2]1[CH2:3][CH:4]([CH2:5][S:6](=[O:7])(=[O:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[F:15])[CH2:16]1,[N:1]-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1>>[N:1]
21804,Cc1cccc(C)n1.Cl[C:1]([O:2][CH2:3][CH3:4])=[O:5].[CH3:6][CH2:7][O:8][C:9](=[NH:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Cl:17]>>[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[N:10]=[C:9]([O:8][CH2:7][CH3:6])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Cl:17],C=[N:1].Cl-[C:2](-O)=O>>[C:2]-[N:1]
21842,CC1(C)OB([c:1]2[cH:2][cH:3][c:4]([NH2:5])[n:6][cH:7]2)OC1(C)C.I[c:8]1[n:9][c:10]2[c:11]([N:12]3[CH2:13][CH2:14][O:15][CH2:16][CH2:17]3)[n:18][c:19]([Cl:20])[n:21][c:22]2[s:23]1>>[c:1]1(-[c:8]2[n:9][c:10]3[c:11]([N:12]4[CH2:13][CH2:14][O:15][CH2:16][CH2:17]4)[n:18][c:19]([Cl:20])[n:21][c:22]3[s:23]2)[cH:2][cH:3][c:4]([NH2:5])[n:6][cH:7]1,I-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C>>[c:1]-[c:2]
22308,C1COCCOCCOCCOCCOCCO1.CC#N.O=C(c1ccccc1)[O:1][c:2]1[cH:3][c:4]([O:5][C:6](=[O:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:14][cH:15][c:16]1[Br:17].[F-].[K+]>>[OH:1][c:2]1[cH:3][c:4]([O:5][C:6](=[O:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:14][cH:15][c:16]1[Br:17],O=C(-[O:1]-c)-c1:c:c:c:c:c:1>>[O:1]
22370,C1CCOC1.O[CH:1]=[C:2]1[c:3]2[cH:4][cH:5][c:6]([C:7]([c:8]3[cH:9][cH:10][c:11]([NH:12][C:13]([c:14]4[cH:15][c:16]([CH3:17])[n:18][n:19]4[CH3:20])=[O:21])[cH:22][cH:23]3)=[O:24])[cH:25][c:26]2[NH:27][C:28]1=[O:29].[CH3:30][O:31][c:32]1[cH:33][cH:34][c:35]([NH2:36])[cH:37][c:38]1[OH:39]>>[CH:1](=[C:2]1[c:3]2[cH:4][cH:5][c:6]([C:7]([c:8]3[cH:9][cH:10][c:11]([NH:12][C:13]([c:14]4[cH:15][c:16]([CH3:17])[n:18][n:19]4[CH3:20])=[O:21])[cH:22][cH:23]3)=[O:24])[cH:25][c:26]2[NH:27][C:28]1=[O:29])[NH:36][c:35]1[cH:34][cH:33][c:32]([O:31][CH3:30])[c:38]([OH:39])[cH:37]1,[N:1].C=[C:2]-O>>[C:2]-[N:1]
22663,C1COCCO1.CN(C)C=O.C[Sn](C)(C)[c:1]1[cH:2][c:3]([Cl:4])[n:5][cH:6][c:7]1[Cl:8].Cl[Cu].I[c:9]1[c:10]([NH2:11])[n:12][cH:13][c:14]([F:15])[cH:16]1.c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[c:1]1(-[c:9]2[c:10]([NH2:11])[n:12][cH:13][c:14]([F:15])[cH:16]2)[cH:2][c:3]([Cl:4])[n:5][cH:6][c:7]1[Cl:8],I-[c:1].C-[Sn](-C)(-C)-[c:2]>>[c:1]-[c:2]
22720,C1COCCO1.COc1ccc(C[O:1][CH:2]2[CH2:3][C:4]([CH3:5])([CH3:6])[CH2:7][c:8]3[n:9][c:10]([CH:11]4[CH2:12][CH2:13][N:14]([c:15]5[n:16][cH:17][cH:18][cH:19][n:20]5)[CH2:21][CH2:22]4)[c:23]([CH:24]([F:25])[c:26]4[cH:27][cH:28][c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][cH:35]4)[c:36]([CH:37]4[CH2:38][CH2:39][C:40]([F:41])([F:42])[CH2:43][CH2:44]4)[c:45]32)cc1.Cl.O=C([O-])O.[Na+]>>[OH:1][CH:2]1[CH2:3][C:4]([CH3:5])([CH3:6])[CH2:7][c:8]2[n:9][c:10]([CH:11]3[CH2:12][CH2:13][N:14]([c:15]4[n:16][cH:17][cH:18][cH:19][n:20]4)[CH2:21][CH2:22]3)[c:23]([CH:24]([F:25])[c:26]3[cH:27][cH:28][c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][cH:35]3)[c:36]([CH:37]3[CH2:38][CH2:39][C:40]([F:41])([F:42])[CH2:43][CH2:44]3)[c:45]21,C-O-c1:c:c:c(-C-[O:1]):c:c:1>>[O:1]
22960,C1CCOC1.CC(C)C[AlH]CC(C)C.CO[C:1](=[O:2])[c:3]1[cH:4][n:5][c:6]2[c:7]([Br:8])[n:9][n:10]([C:11](=[O:12])[c:13]3[c:14]([Cl:15])[cH:16][cH:17][cH:18][c:19]3[C:20]([F:21])([F:22])[F:23])[c:24]2[cH:25]1.O.[Na+].[OH-]>>[CH2:1]([OH:2])[c:3]1[cH:4][n:5][c:6]2[c:7]([Br:8])[n:9][n:10]([C:11](=[O:12])[c:13]3[c:14]([Cl:15])[cH:16][cH:17][cH:18][c:19]3[C:20]([F:21])([F:22])[F:23])[c:24]2[cH:25]1,C-O-[C:1]=[O:2]>>[C:1]-[O:2]
23061,CO.N.[CH3:1][C:2]1([CH3:3])[O:4][C@H:5]([CH2:6][C:7]#[N:8])[CH2:9][C@H:10]([CH2:11][C:12](=[O:13])[N:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[O:27]1.[H][H].[Ni]>>[CH3:1][C:2]1([CH3:3])[O:4][C@H:5]([CH2:6][CH2:7][NH2:8])[CH2:9][C@H:10]([CH2:11][C:12](=[O:13])[N:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[O:27]1,[C:1]#[N:2]>>[C:1]-[N:2]
23112,CCOC(=O)[CH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]1.Cl>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]1,C-C-O-C(=O)-[C:1]-C=O>>[C:1]
