data_idx,mapped_rxn,template
12130,C1CCOC1.CC(C)(C)O[AlH-](OC(C)(C)C)OC(C)(C)C.[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH3:8])[C:9](=[O:10])[O:11][C:12]2=[O:13]>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH3:8])[CH:9]([OH:10])[O:11][C:12]2=[O:13],O-[C:1]=[O:2]>>O-[C:1]-[O:2]
12303,CC(C)=O.O=[C:1]([CH2:2]Cl)[CH2:3][Cl:4].[NH2:5][C:6](=[S:7])[c:8]1[cH:9][cH:10][c:11]([Cl:12])[c:13]([Cl:14])[cH:15]1>>[c:1]1([CH2:3][Cl:4])[cH:2][s:7][c:6](-[c:8]2[cH:9][cH:10][c:11]([Cl:12])[c:13]([Cl:14])[cH:15]2)[n:5]1,Cl-[C:2]-[C:1]=O.[N:5]-[C:4]=[S:3]>>[c:1]1:[c:2]:[s:3]:[c:4]:[n:5]:1
12310,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([NH:5][C:6]([c:7]2[c:8]([CH3:9])[n:10][c:11]3[c:12]([O:13][CH2:14][CH:15]4[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]4)[cH:21][cH:22][cH:23][n:24]23)=[O:25])[CH2:26][CH2:27]1.CCOC(C)=O.CCOC(C)=O.[ClH:28]>>[ClH:28].[ClH:28].[NH:1]1[CH2:2][CH2:3][CH:4]([NH:5][C:6]([c:7]2[c:8]([CH3:9])[n:10][c:11]3[c:12]([O:13][CH2:14][CH:15]4[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]4)[cH:21][cH:22][cH:23][n:24]23)=[O:25])[CH2:26][CH2:27]1,C-C(-C)(-C)-O-C(=O)-[N:1]>>[N:1]
12476,ClCCl.O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7](-[c:8]2[n:9][c:10]([S:11][c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[NH:18][C:19]([CH3:20])=[O:21])[nH:22][c:23]2-[c:24]2[cH:25][cH:26][c:27]([O:28][CH3:29])[cH:30][cH:31]2)[cH:32][cH:33]1>>[O:1]=[S:11]([c:10]1[n:9][c:8](-[c:7]2[cH:6][cH:5][c:4]([O:3][CH3:2])[cH:33][cH:32]2)[c:23](-[c:24]2[cH:25][cH:26][c:27]([O:28][CH3:29])[cH:30][cH:31]2)[nH:22]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[NH:18][C:19]([CH3:20])=[O:21],[S:1].Cl-c1:c:c:c:c(-C(=O)-O-[O:2]):c:1>>[S:1]=[O:2]
13124,CN(C)C=O.CS(=O)(=O)O[CH2:1][CH:2]1[CH2:3][N:4]([c:5]2[cH:6][cH:7][c:8]3[c:9]([cH:10]2)[O:11][CH2:12][CH2:13][CH2:14][C:15]3=[O:16])[C:17](=[O:18])[O:19]1.O.[N-:20]=[N+:21]=[N-:22].[Na+]>>[CH2:1]([CH:2]1[CH2:3][N:4]([c:5]2[cH:6][cH:7][c:8]3[c:9]([cH:10]2)[O:11][CH2:12][CH2:13][CH2:14][C:15]3=[O:16])[C:17](=[O:18])[O:19]1)[N:20]=[N+:21]=[N-:22],N=[N:1].C-S(=O)(=O)-O-[C:2]>>N=[N:1]-[C:2]
13153,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][C:15]([O:16][C:17]([CH3:18])([CH3:19])[CH3:20])=[O:21].CC#N.CCCCCCC.CCOC(C)=O.O=C([O-])[O-].[CH3:22][O:23][C:24](=[O:25])[c:26]1[cH:27][c:28]([OH:29])[cH:30][c:31]([C:32](=[O:33])[O:34][CH3:35])[cH:36]1.[K+].[K+]>>[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][C:15]([O:16][C:17]([CH3:18])([CH3:19])[CH3:20])=[O:21])[O:29][c:28]1[cH:27][c:26]([C:24]([O:23][CH3:22])=[O:25])[cH:36][c:31]([C:32](=[O:33])[O:34][CH3:35])[cH:30]1,[O:2]-c.Br-[C:1]>>[C:1]-[O:2]-c
13264,CC#N.CO[CH:2](OC)[c:3]1[cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[c:10]([NH:11][c:12]2[n:13][c:14](-[c:15]3[cH:16][cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[cH:23][cH:24]3)[c:25]([C:26]([NH2:27])=[O:28])[s:29]2)[cH:30]1.Cl.[OH2:1]>>[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[c:10]([NH:11][c:12]2[n:13][c:14](-[c:15]3[cH:16][cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[cH:23][cH:24]3)[c:25]([C:26]([NH2:27])=[O:28])[s:29]2)[cH:30]1,[O:1].C-O-[C:2](-c)-O-C>>[O:1]=[C:2]-c
13414,O.O=C(O)C(F)(F)F.[BH3-]C#N.[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][c:12]2[nH:13][cH:14][cH:15][c:16]12.[Na+].[Na+].[OH-]>>[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][c:12]2[c:16]1[CH2:15][CH2:14][NH:13]2,[c:2]1:[c:3]:[c:4]:[c:5]:[n:1]:1>>[N:1]1-[c:2]-[c:3]:[C:4]-[C:5]-1
13583,CC(=O)O.[BrH:1].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[CH2:10][CH2:11][CH:12]=[CH:13][c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[Cl:20]>>[Br:1][CH:13]([CH2:12][CH2:11][CH2:10][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([CH3:8])[CH3:9])[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[Cl:20],[Br:1].[C:2]=[C:3]>>[Br:1]-[C:2]-[C:3]
13999,C1CCOC1.CCOC(C)=O.CS(C)=O.O=[C:1]([O:2][N:3]=[C:4]([CH:5]([CH3:6])[CH3:7])[NH2:8])[c:9]1[c:10]([NH2:11])[n:12][cH:13][n:14][c:15]1[Cl:16]>>[c:1]1(-[c:9]2[c:10]([NH2:11])[n:12][cH:13][n:14][c:15]2[Cl:16])[o:2][n:3][c:4]([CH:5]([CH3:6])[CH3:7])[n:8]1,O=[C:1](-c)-[O:5]-[N:4]=[C:3]-[N:2]>>c-[c:1]1:[n:2]:[c:3]:[n:4]:[o:5]:1
14089,CC(=O)OC(C)=O.[OH:1][C:5]([c:4]1[c:3]([C:2](O)=[O:19])[n:18][c:17]2[c:8]([cH:7]1)[cH:9][c:10]([O:11][CH:12]([F:13])[F:14])[cH:15][cH:16]2)=[O:6]>>[O:1]1[C:2](=[O:19])[c:3]2[c:4]([cH:7][c:8]3[cH:9][c:10]([O:11][CH:12]([F:13])[F:14])[cH:15][cH:16][c:17]3[n:18]2)[C:5]1=[O:6],O-[C:1]=O.O=C(-[O:2])-c>>O=[C:1]-[O:2]-C(=O)-c
14448,CN(C)[CH:1]=[O:2].O=P(Cl)(Cl)Cl.[CH3:3][CH2:4][n:5]1[cH:6][cH:7][c:8]2[cH:9][cH:10][c:11]([C:12](=[O:13])[O:14][CH3:15])[cH:16][c:17]12.[Na+].[OH-]>>[CH:1](=[O:2])[c:7]1[cH:6][n:5]([CH2:4][CH3:3])[c:17]2[c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[O:14][CH3:15])[cH:16]2,[c:2].C-N(-C)-[C:1]=O>>O=[C:1]-[c:2]
14607,CC(=O)O.O=[Pt].[cH:1]1[cH:2][cH:3][c:4]([CH2:5][c:6]2[cH:7][cH:8][cH:9][n:10][cH:11]2)[cH:12][cH:13]1>>[cH:1]1[cH:2][cH:3][c:4]([CH2:5][CH:6]2[CH2:7][CH2:8][CH2:9][NH:10][CH2:11]2)[cH:12][cH:13]1,[c:1]1:[c:2]:[c:3]:[c:4]:[c:5]:[n:6]:1>>[C:1]1-[C:2]-[C:3]-[C:4]-[C:5]-[N:6]-1
14709,C1CCOC1.CCOC(C)=O.ClC(Cl)(Cl)[Cl:1].O[CH2:2][c:3]1[c:4]([CH3:5])[c:6]([CH2:7][c:8]2[cH:9][cH:10][c:11]([S:12]([CH2:13][CH3:14])(=[O:15])=[O:16])[cH:17][cH:18]2)[c:19]2[c:20]([cH:21]1)[cH:22][cH:23][c:24]([F:25])[cH:26]2.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>[Cl:1][CH2:2][c:3]1[c:4]([CH3:5])[c:6]([CH2:7][c:8]2[cH:9][cH:10][c:11]([S:12]([CH2:13][CH3:14])(=[O:15])=[O:16])[cH:17][cH:18]2)[c:19]2[c:20]([cH:21]1)[cH:22][cH:23][c:24]([F:25])[cH:26]2,O-[C:1].Cl-C(-Cl)(-Cl)-[Cl:2]>>[C:1]-[Cl:2]
15485,CCOC(C)=O.CN(C)C=O.CS(=O)(=O)O[CH2:1][CH:2]([O:3][CH2:4][C:5]1([c:6]2[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]2)[CH2:13][CH2:14][N:15]([C:16]([O:17][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:22])[CH2:23][CH2:24]1)[c:25]1[cH:26][c:27]([Cl:28])[cH:29][c:30]2[cH:31][n:32]([CH2:33][O:34][CH2:35][CH2:36][Si:37]([CH3:38])([CH3:39])[CH3:40])[n:41][c:42]12.[C-:43]#[N:44].[Na+]>>[CH2:1]([CH:2]([O:3][CH2:4][C:5]1([c:6]2[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]2)[CH2:13][CH2:14][N:15]([C:16]([O:17][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:22])[CH2:23][CH2:24]1)[c:25]1[cH:26][c:27]([Cl:28])[cH:29][c:30]2[cH:31][n:32]([CH2:33][O:34][CH2:35][CH2:36][Si:37]([CH3:38])([CH3:39])[CH3:40])[n:41][c:42]12)[C:43]#[N:44],N#[C:1].C-S(=O)(=O)-O-[C:2]>>N#[C:1]-[C:2]
15648,C1CCOC1.Cl.Cl[CH2:1][CH2:2][CH2:3][CH2:4][O:5][CH3:6].O.[Mg].[O:7]=[CH:8][CH:9]1[CH2:10][CH:11]2[CH:12]=[CH:13][CH:14]1[CH2:15]2>>[CH2:1]([CH2:2][CH2:3][CH2:4][O:5][CH3:6])[CH:8]([OH:7])[CH:9]1[CH2:10][CH:11]2[CH:12]=[CH:13][CH:14]1[CH2:15]2,Cl-[C:1].[C:2]=[O:3]>>[C:1]-[C:2]-[O:3]
15651,Br[C:1](Br)=[CH:2][CH:3]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[c:9]1[cH:10][cH:11][c:12]2[c:13]([cH:14]1)[N:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23][CH2:24][C:25]2([CH3:26])[CH3:27].C1CCOC1.[Li]CCCC>>[CH:1]#[C:2][CH:3]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[c:9]1[cH:10][cH:11][c:12]2[c:13]([cH:14]1)[N:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23][CH2:24][C:25]2([CH3:26])[CH3:27],Br-[C:1](-Br)=[C:2]>>[C:1]#[C:2]
16335,CS(C)=O.C[S+](C)(=O)[CH3:1].[H-].[I-].[Na+].[O:2]=[C:3]1[CH2:4][CH2:5][N:6]([C:7](=[O:8])[O:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18]1>>[CH2:1]1[O:2][C:3]12[CH2:4][CH2:5][N:6]([C:7](=[O:8])[O:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[CH2:17][CH2:18]2,[C:2]=[O:1].C-S(-C)(=O)-[C:3]>>[O:1]1-[C:2]-[C:3]-1
17141,[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[Cl:6].[CH3:7][CH:8]([CH3:9])[C:10](=[O:11])[NH:12][c:13]1[cH:14][cH:15][c:16](-[c:17]2[s:18][c:19]3[c:20]([c:21]2[CH2:22][N:23]([CH3:24])[CH2:25][c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[c:32](=[O:33])[c:34]([OH:35])[cH:36][n:37]3[CH2:38][c:39]2[c:40]([F:41])[cH:42][cH:43][cH:44][c:45]2[F:46])[cH:47][cH:48]1>>[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[O:35][c:34]1[c:32](=[O:33])[c:20]2[c:19]([s:18][c:17](-[c:16]3[cH:15][cH:14][c:13]([NH:12][C:10]([CH:8]([CH3:7])[CH3:9])=[O:11])[cH:48][cH:47]3)[c:21]2[CH2:22][N:23]([CH3:24])[CH2:25][c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[n:37]([CH2:38][c:39]2[c:40]([F:41])[cH:42][cH:43][cH:44][c:45]2[F:46])[cH:36]1.[ClH:6],[O:2]-c.Cl-[C:1]=O>>O=[C:1]-[O:2]-c
17704,CC(=O)[O-].CC(=O)[O-].CCCCCC.CCOC(C)=O.CN(C)C=O.I[c:1]1[c:2]([CH3:3])[n:4][c:5]([O:6][CH3:7])[n:8][c:9]1[O:10][CH3:11].O.[CH2:12]=[CH:13][C:14](=[O:15])[O:16][CH3:17].[Pd+2]>>[c:1]1([CH:12]=[CH:13][C:14](=[O:15])[O:16][CH3:17])[c:2]([CH3:3])[n:4][c:5]([O:6][CH3:7])[n:8][c:9]1[O:10][CH3:11],I-[c:2].C=[C:1]>>C=[C:1]-[c:2]
18146,C1CCOC1.I[CH3:1].[CH3:2][O:3][C:4](=[O:5])[c:6]1[cH:7][c:8]([CH2:9][CH2:10][OH:11])[cH:12][c:13]([CH3:14])[c:15]1[CH3:16].[H-].[Na+]>>[CH3:1][O:11][CH2:10][CH2:9][c:8]1[cH:7][c:6]([C:4]([O:3][CH3:2])=[O:5])[c:15]([CH3:16])[c:13]([CH3:14])[cH:12]1,[O:1].I-[C:2]>>[O:1]-[C:2]
18724,CN.CO.O=C1c2ccccc2C(=O)[N:1]1[CH2:2][CH2:3][CH2:4][N:5]([CH2:6][C@H:7]1[O:8][C@@H:9]([n:10]2[c:11]3[n:12][cH:13][n:14][c:15]([NH:16][CH2:17][c:18]4[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][c:25]4[O:26][CH3:27])[c:28]3[cH:29][cH:30]2)[C@H:31]2[C@@H:32]1[O:33][C:34]([CH3:35])([CH3:36])[O:37]2)[CH:38]([CH3:39])[CH3:40]>>[NH2:1][CH2:2][CH2:3][CH2:4][N:5]([CH2:6][C@H:7]1[O:8][C@@H:9]([n:10]2[c:11]3[n:12][cH:13][n:14][c:15]([NH:16][CH2:17][c:18]4[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][c:25]4[O:26][CH3:27])[c:28]3[cH:29][cH:30]2)[C@H:31]2[C@@H:32]1[O:33][C:34]([CH3:35])([CH3:36])[O:37]2)[CH:38]([CH3:39])[CH3:40],O=C1-[N:1]-C(=O)-c2:c:c:c:c:c:2-1>>[N:1]
18868,Br[c:1]1[c:2]([O:3][CH3:4])[cH:5][cH:6][cH:7][cH:8]1.Cl[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Br:17].[Mg]>>[c:1]1([C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[Br:17])[c:2]([O:3][CH3:4])[cH:5][cH:6][cH:7][cH:8]1,Br-[c:2].Cl-[C:1]=O>>O=[C:1]-[c:2]
19011,C[Si](C)(C)[N:1]=[C:2]=[O:3].[CH3:4][O:5][c:6]1[cH:7][cH:8][cH:9][c:10](-[c:11]2[cH:12][c:13]([NH2:14])[c:15]([C:16]([NH2:17])=[O:18])[s:19]2)[cH:20]1>>[NH2:1][C:2](=[O:3])[NH:14][c:13]1[cH:12][c:11](-[c:10]2[cH:9][cH:8][cH:7][c:6]([O:5][CH3:4])[cH:20]2)[s:19][c:15]1[C:16]([NH2:17])=[O:18],[N:2].C-[Si](-C)(-C)-[N:3]=[C:1]=O>>O=[C:1](-[N:2])-[N:3]
19042,CC(C)(C#N)N=NC(C)(C)C#N.ClC(Cl)(Cl)Cl.O=C1CCC(=O)N1[Br:1].[CH3:2][O:3][C:4](=[O:5])[CH:6]([CH3:7])[c:8]1[cH:9][n:10][cH:11][cH:12][n:13]1>>[Br:1][C:6]([C:4]([O:3][CH3:2])=[O:5])([CH3:7])[c:8]1[cH:9][n:10][cH:11][cH:12][n:13]1,O=C-[C:1]-c.O=C1-C-C-C(=O)-N-1-[Br:2]>>O=C-[C:1](-[Br:2])-c
19405,CN(C)C=O.C[Sn](C)(C)[c:1]1[cH:2][n:3][cH:4][c:5]([O:6][CH2:7][C@H:8]2[N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH2:18]2)[cH:19]1.I[c:20]1[cH:21][cH:22][cH:23][c:24]([O:25][CH2:26][CH2:27][CH2:28][c:29]2[cH:30][cH:31][cH:32][cH:33][cH:34]2)[cH:35]1.[Cs+].[Cu]I.[F-].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[c:1]1(-[c:20]2[cH:21][cH:22][cH:23][c:24]([O:25][CH2:26][CH2:27][CH2:28][c:29]3[cH:30][cH:31][cH:32][cH:33][cH:34]3)[cH:35]2)[cH:2][n:3][cH:4][c:5]([O:6][CH2:7][C@H:8]2[N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH2:18]2)[cH:19]1,I-[c:1].C-[Sn](-C)(-C)-[c:2]>>[c:1]-[c:2]
19523,C1COCCO1.CC(=O)O.I[Cu]I.O=[CH2:1].[CH:2]#[C:3][CH2:4][n:5]1[c:6]([CH2:7][c:8]2[cH:9][c:10]3[c:11]([cH:12][c:13]2[I:14])[O:15][CH2:16][O:17]3)[n:18][c:19]2[c:20]([NH2:21])[n:22][c:23]([F:24])[n:25][c:26]12.[OH:27][CH:28]1[CH2:29][CH2:30][NH:31][CH2:32]1>>[CH2:1]([C:2]#[C:3][CH2:4][n:5]1[c:6]([CH2:7][c:8]2[cH:9][c:10]3[c:11]([cH:12][c:13]2[I:14])[O:15][CH2:16][O:17]3)[n:18][c:19]2[c:20]([NH2:21])[n:22][c:23]([F:24])[n:25][c:26]12)[N:31]1[CH2:30][CH2:29][CH:28]([OH:27])[CH2:32]1,[N:3].O=[C:2].C#[C:1]>>C#[C:1]-[C:2]-[N:3]
19760,CN(C)C=O.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][nH:9][c:10]3[n:11][cH:12][cH:13][cH:14][c:15]23)[cH:16][c:17]1[O:18][CH3:19].[H-].[Na+].[S:20]=[C:21]=[N:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][n:9]([C:21](=[S:20])[NH:22][c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[c:10]3[n:11][cH:12][cH:13][cH:14][c:15]23)[cH:16][c:17]1[O:18][CH3:19],[n:1].[C:2]=[N:3]>>[n:1]-[C:2]-[N:3]
20117,CC(=O)Nc1ccc(N)cn1.Cl[C:1]1=[CH:2]/[C:3](=[C:4]2\[C:5]([CH3:6])=[N:7][NH:8][C:9]2=[O:10])[NH:11][c:12]2[c:13]1[cH:14][cH:15][cH:16][cH:17]2.[CH3:18][CH2:19][OH:20]>>[C:1]1([O:20][CH2:19][CH3:18])=[CH:2]/[C:3](=[C:4]2\[C:5]([CH3:6])=[N:7][NH:8][C:9]2=[O:10])[NH:11][c:12]2[c:13]1[cH:14][cH:15][cH:16][cH:17]2,[O:2].C=[C:1]-Cl>>C=[C:1]-[O:2]
20218,C1CCOC1.CCOC(C)=O.Cl.[Br-].[Mg+][CH:1]=[CH2:2].[O:3]=[CH:4][c:5]1[cH:6][c:7]([Cl:8])[cH:9][c:10]([Cl:11])[cH:12]1>>[CH:1](=[CH2:2])[CH:4]([OH:3])[c:5]1[cH:6][c:7]([Cl:8])[cH:9][c:10]([Cl:11])[cH:12]1,C=[C:1]-[Mg+].[C:2]=[O:3]>>C=[C:1]-[C:2]-[O:3]
20638,C1CCOC1.CCOP(=O)(OCC)[CH2:1][C:2]#[N:3].O=[CH:4][c:5]1[cH:6][cH:7][c:8]([Cl:9])[c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1.[K+].[OH-]>>[CH:1]([C:2]#[N:3])=[CH:4][c:5]1[cH:6][cH:7][c:8]([Cl:9])[c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1,O=[C:2].C-C-O-P(=O)(-O-C-C)-[C:1]-C#N>>N#C-[C:1]=[C:2]
20763,C1CCOC1.COP(=O)(OC)[CH2:1][C:2]([c:3]1[c:4]([O:5][CH3:6])[cH:7][c:8]([CH2:9][CH2:10][C:11](=[O:12])[NH:13][c:14]2[n:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[s:22]2)[cH:23][cH:24]1)=[O:25].Cl.O=[CH:26][C:27](=[O:28])[OH:29].[Na+].[OH-]>>[CH:1](\[C:2]([c:3]1[c:4]([O:5][CH3:6])[cH:7][c:8]([CH2:9][CH2:10][C:11](=[O:12])[NH:13][c:14]2[n:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[s:22]2)[cH:23][cH:24]1)=[O:25])=[CH:26]/[C:27](=[O:28])[OH:29],O=[C:2].C-O-P(=O)(-O-C)-[C:1]-C=O>>O=C/[C:1]=[C:2]
20948,CC(C)=O.Cl[C:1]1=[N:2][S:3](=[O:4])(=[O:5])[c:6]2[c:7]1[cH:8][cH:9][cH:10][cH:11]2.[NH2:12][c:13]1[cH:14][cH:15][c:16]([Br:17])[cH:18][cH:19]1>>[C:1]1([NH:12][c:13]2[cH:14][cH:15][c:16]([Br:17])[cH:18][cH:19]2)=[N:2][S:3](=[O:4])(=[O:5])[c:6]2[c:7]1[cH:8][cH:9][cH:10][cH:11]2,[N:2].Cl-[C:1]=N>>N=[C:1]-[N:2]
21142,F[c:1]1[c:2]([C:3]([C:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])=[CH:10][NH:11][CH:12]2[CH2:13][CH2:14]2)=[O:15])[c:16]([CH3:17])[c:18]([F:19])[c:20]([F:21])[c:22]1[Cl:23].[H-].[Na+]>>[c:1]12[c:2]([c:3](=[O:15])[c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10][n:11]1[CH:12]1[CH2:13][CH2:14]1)[c:16]([CH3:17])[c:18]([F:19])[c:20]([F:21])[c:22]2[Cl:23],F-[c:3]:[c:2]-[C:1](=O)-[C:6]=[C:5]-[N:4]>>O=[c:1]1:[c:2]:[c:3]:[n:4]:[c:5]:[c:6]:1
21279,CCO.Cl.[H][H].[O:1]=[c:2]1[nH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][c:11]1-[c:12]1[cH:13][cH:14][n:15][cH:16][cH:17]1.[Pd]>>[O:1]=[c:2]1[nH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][c:11]1[CH:12]1[CH2:13][CH2:14][NH:15][CH2:16][CH2:17]1,[c:1]1:[c:2]:[c:3]:[n:4]:[c:5]:[c:6]:1>>[C:1]1-[C:2]-[C:3]-[N:4]-[C:5]-[C:6]-1
21408,C1CO[C:1]2(O1)[CH2:3][CH2:4][N:5]([CH2:6][CH2:7][CH2:8][c:9]1[c:10]3[cH:11][cH:12][c:13]([F:14])[cH:15][c:16]3[o:17][n:18]1)[CH2:19][CH2:20]2.CCO.Cl.Cl.[OH2:2].[Na+].[OH-]>>[C:1]1(=[O:2])[CH2:3][CH2:4][N:5]([CH2:6][CH2:7][CH2:8][c:9]2[c:10]3[cH:11][cH:12][c:13]([F:14])[cH:15][c:16]3[o:17][n:18]2)[CH2:19][CH2:20]1,[O:1].C1-C-O-[C:2]-O-1>>[O:1]=[C:2]
21456,CCOC(C)=O.CS(C)=O.I[CH2:1][CH2:2][CH:3]1[CH2:4][CH2:5][N:6]([C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[CH2:14][CH2:15]1.[N-:16]=[N+:17]=[N-:18].[Na+]>>[CH2:1]([CH2:2][CH:3]1[CH2:4][CH2:5][N:6]([C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[CH2:14][CH2:15]1)[N:16]=[N+:17]=[N-:18],I-[C:2].N=[N:1]>>N=[N:1]-[C:2]
22009,C1CCOC1.CC(C)(C)OC(=O)[NH:1][C@@H:2]1[CH2:3][C@H:4]1[c:5]1[cH:6][cH:7][cH:8][c:9]([C:10](=[O:11])[NH:12][c:13]2[cH:14][cH:15][c:16](-[c:17]3[n:18][cH:19][cH:20][cH:21][n:22]3)[cH:23][cH:24]2)[cH:25]1.CCOC(C)=O.CO.[ClH:26]>>[ClH:26].[ClH:26].[NH2:1][C@@H:2]1[CH2:3][C@H:4]1[c:5]1[cH:6][cH:7][cH:8][c:9]([C:10](=[O:11])[NH:12][c:13]2[cH:14][cH:15][c:16](-[c:17]3[n:18][cH:19][cH:20][cH:21][n:22]3)[cH:23][cH:24]2)[cH:25]1,C-C(-C)(-C)-O-C(=O)-[N:1]>>[N:1]
22132,Cl.N[NH:1][c:2]1[cH:3][cH:4][c:5]([O:6][C:7]([F:8])([F:9])[F:10])[cH:11][cH:12]1.O=[C:13]([CH2:14][CH2:15][CH2:16][CH2:17][N:18]1[CH2:19][CH2:20][CH:21]([c:22]2[cH:23][cH:24][cH:25][c:26]([NH:27][C:28]([CH:29]([CH3:30])[CH3:31])=[O:32])[cH:33]2)[CH2:34][CH2:35]1)[c:36]1[cH:37][cH:38][c:39]([I:40])[cH:41][cH:42]1>>[nH:1]1[c:2]2[c:3]([cH:4][c:5]([O:6][C:7]([F:8])([F:9])[F:10])[cH:11][cH:12]2)[c:14]([CH2:15][CH2:16][CH2:17][N:18]2[CH2:19][CH2:20][CH:21]([c:22]3[cH:23][cH:24][cH:25][c:26]([NH:27][C:28]([CH:29]([CH3:30])[CH3:31])=[O:32])[cH:33]3)[CH2:34][CH2:35]2)[c:13]1-[c:36]1[cH:37][cH:38][c:39]([I:40])[cH:41][cH:42]1,O=[C:1]-[C:2].N-[N:5]-[c:4]:[c:3]>>[c:1]1:[c:2]:[c:3]:[c:4]:[n:5]:1
22219,Br[c:1]1[cH:2][cH:3][c:4]([O:5][CH3:6])[n:7][cH:8]1.CC#N.CC(=O)[O-].CC(=O)[O-].CCN(CC)CC.Cc1ccccc1P(c1ccccc1C)c1ccccc1C.[CH2:9]=[CH:10][C:11](=[O:12])[O:13][CH2:14][CH3:15].[Pd+2]>>[c:1]1([CH:9]=[CH:10][C:11](=[O:12])[O:13][CH2:14][CH3:15])[cH:2][cH:3][c:4]([O:5][CH3:6])[n:7][cH:8]1,Br-[c:2].C=[C:1]>>C=[C:1]-[c:2]
