reaction,mapped_reaction
COc1ccc(CCC(=O)c2cccc(OCC(=O)OC(C)(C)C)c2)cc1OC>>COc1ccc(CCC(O)c2cccc(OCC(=O)OC(C)(C)C)c2)cc1OC,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH2:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][c:15]([O:16][CH2:17][C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])[cH:25]2)[cH:26][c:27]1[O:28][CH3:29]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH2:8][CH:9]([OH:10])[c:11]2[cH:12][cH:13][cH:14][c:15]([O:16][CH2:17][C:18](=[O:19])[O:20][C:21]([CH3:24])([CH3:23])[CH3:22])[cH:25]2)[cH:26][c:27]1[O:28][CH3:29]
COC(=O)C1(CC1)c1cc(F)c(OC)c(F)c1>>COC(=O)C1(CC1)c1cc(F)c(O)c(F)c1,[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH2:6][CH2:7]1)[c:8]1[cH:9][c:10]([F:11])[c:12]([O:13][CH3:14])[c:15]([F:16])[cH:17]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH2:7][CH2:6]1)[c:8]1[cH:17][c:15]([F:16])[c:12]([OH:13])[c:10]([F:11])[cH:9]1.[C:14]
CCCCN1CCN(CC1)c1ccc(OC)cc1>>CCCCN1CCN(CC1)c1ccc(O)cc1,[CH3:1][CH2:2][CH2:3][CH2:4][N:5]1[CH2:6][CH2:7][N:8]([CH2:9][CH2:10]1)[c:11]1[cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17][cH:18]1>>[CH3:1][CH2:2][CH2:3][CH2:4][N:5]1[CH2:10][CH2:9][N:8]([CH2:7][CH2:6]1)[c:11]1[cH:18][cH:17][c:14]([OH:15])[cH:13][cH:12]1.[C:16]
CCOC(=O)C(CCCOC1CCCCO1)=Cc1cccc2ccccc12>>CCOC(=O)C(CCCOC1CCCCO1)Cc1cccc2ccccc12,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([CH2:7][CH2:8][CH2:9][O:10][CH:11]1[CH2:12][CH2:13][CH2:14][CH2:15][O:16]1)=[CH:17][c:18]1[cH:19][cH:20][cH:21][c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]12>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]([CH2:7][CH2:8][CH2:9][O:10][CH:11]1[CH2:12][CH2:13][CH2:14][CH2:15][O:16]1)[CH2:17][c:18]1[cH:19][cH:20][cH:21][c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]12
CC(=O)Nc1ccccc1CO>>CC(=O)Nc1ccccc1C=O,[CH3:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[CH2:11][OH:12]>>[CH3:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[CH:11]=[O:12]
COC(=O)c1ccc(C=Cc2ccc3c(c2)C(C=Cc2ccccc2)=CCC3(C)C)cc1.O>>CC1(C)CC=C(C=Cc2ccccc2)c2cc(C=Cc3ccc(cc3)C(O)=O)ccc12,[CH3:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([CH:10]=[CH:11][c:12]2[cH:13][cH:14][c:15]3[c:16]([cH:17]2)[C:18]([CH:19]=[CH:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)=[CH:27][CH2:28][C:29]3([CH3:30])[CH3:31])[cH:32][cH:33]1.[OH2:1]>>[CH3:31][C:29]1([CH3:30])[CH2:28][CH:27]=[C:18]([CH:19]=[CH:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[c:16]2[cH:17][c:12]([CH:11]=[CH:10][c:9]3[cH:8][cH:7][c:6]([cH:33][cH:32]3)[C:4]([OH:1])=[O:5])[cH:13][cH:14][c:15]12.[CH3:2][OH:3]
CCOC(=O)COc1cc(ccc1CCNS(=O)(=O)c1cc(ccc1OC)C#N)C(C)C.O>>COc1ccc(cc1S(=O)(=O)NCCc1ccc(cc1OCC(O)=O)C(C)C)C#N,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][O:8][c:9]1[cH:10][c:11]([cH:12][cH:13][c:14]1[CH2:15][CH2:16][NH:17][S:18](=[O:19])(=[O:20])[c:21]1[cH:22][c:23]([cH:24][cH:25][c:26]1[O:27][CH3:28])[C:29]#[N:30])[CH:31]([CH3:32])[CH3:33].[OH2:1]>>[CH3:28][O:27][c:26]1[cH:25][cH:24][c:23]([cH:22][c:21]1[S:18](=[O:20])(=[O:19])[NH:17][CH2:16][CH2:15][c:14]1[cH:13][cH:12][c:11]([cH:10][c:9]1[O:8][CH2:7][C:5]([OH:1])=[O:6])[CH:31]([CH3:32])[CH3:33])[C:29]#[N:30].[CH3:2][CH2:3][OH:4]
CCN(CC)C(=O)c1ccc(cc1)C(O)c1cccc(O[Si](C)(C)C(C)(C)C)c1>>CCN(CC)C(=O)c1ccc(cc1)C(=O)c1cccc(O[Si](C)(C)C(C)(C)C)c1,[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([cH:12][cH:13]1)[CH:14]([OH:15])[c:16]1[cH:17][cH:18][cH:19][c:20]([O:21][Si:22]([CH3:23])([CH3:24])[C:25]([CH3:26])([CH3:27])[CH3:28])[cH:29]1>>[CH3:5][CH2:4][N:3]([CH2:2][CH3:1])[C:6](=[O:7])[c:8]1[cH:13][cH:12][c:11]([cH:10][cH:9]1)[C:14](=[O:15])[c:16]1[cH:17][cH:18][cH:19][c:20]([O:21][Si:22]([CH3:24])([CH3:23])[C:25]([CH3:28])([CH3:27])[CH3:26])[cH:29]1
COc1c(I)c(Cl)cc(F)c1-n1c(=O)cc(n(C)c1=O)C(F)(F)F>>Cn1c(cc(=O)n(-c2c(F)cc(Cl)c(I)c2O)c1=O)C(F)(F)F,[CH3:1][O:2][c:3]1[c:4]([I:5])[c:6]([Cl:7])[cH:8][c:9]([F:10])[c:11]1-[n:12]1[c:13](=[O:14])[cH:15][c:16]([n:17]([CH3:18])[c:19]1=[O:20])[C:21]([F:22])([F:23])[F:24]>>[CH3:18][n:17]1[c:16]([cH:15][c:13](=[O:14])[n:12](-[c:11]2[c:9]([F:10])[cH:8][c:6]([Cl:7])[c:4]([I:5])[c:3]2[OH:2])[c:19]1=[O:20])[C:21]([F:22])([F:23])[F:24].[C:1]
O.COC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F>>OC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F,[CH3:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([O:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:17][c:18]1[C:19]([F:20])([F:21])[F:22].[OH2:1]>>[OH:1][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([O:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:17][c:18]1[C:19]([F:20])([F:21])[F:22].[CH3:2][OH:3]
CC1=C(C(=O)N(CO1)C(C)(C)C(O)c1cccc(C=C)c1)c1ccccc1>>CC1=C(C(=O)N(CO1)C(C)(C)C(=O)c1cccc(C=C)c1)c1ccccc1,[CH3:1][C:2]1=[C:3]([C:4](=[O:5])[N:6]([CH2:7][O:8]1)[C:9]([CH3:10])([CH3:11])[CH:12]([OH:13])[c:14]1[cH:15][cH:16][cH:17][c:18]([CH:19]=[CH2:20])[cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH3:1][C:2]1=[C:3]([C:4](=[O:5])[N:6]([CH2:7][O:8]1)[C:9]([CH3:10])([CH3:11])[C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][c:18]([CH:19]=[CH2:20])[cH:21]1)[c:22]1[cH:27][cH:26][cH:25][cH:24][cH:23]1
O=C1COCC2CNCCN12>>C1CN2CCOCC2CN1,[O:1]=[C:2]1[CH2:3][O:4][CH2:5][CH:6]2[CH2:7][NH:8][CH2:9][CH2:10][N:11]12>>[CH2:9]1[CH2:10][N:11]2[CH2:2][CH2:3][O:4][CH2:5][CH:6]2[CH2:7][NH:8]1.[O:1]
COCCOCOc1ccc(C=CC=CC(=O)NCCN2CCC(CC2)OC(c2ccccc2)c2ccccc2)cc1OC>>COc1cc(C=CC=CC(=O)NCCN2CCC(CC2)OC(c2ccccc2)c2ccccc2)ccc1O,[CH3:1][O:2][CH2:3][CH2:4][O:5][CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([CH:12]=[CH:13][CH:14]=[CH:15][C:16](=[O:17])[NH:18][CH2:19][CH2:20][N:21]2[CH2:22][CH2:23][CH:24]([CH2:25][CH2:26]2)[O:27][CH:28]([c:29]2[cH:30][cH:31][cH:32][cH:33][cH:34]2)[c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[cH:41][c:42]1[O:43][CH3:44]>>[CH3:44][O:43][c:42]1[cH:41][c:11]([CH:12]=[CH:13][CH:14]=[CH:15][C:16](=[O:17])[NH:18][CH2:19][CH2:20][N:21]2[CH2:26][CH2:25][CH:24]([CH2:23][CH2:22]2)[O:27][CH:28]([c:35]2[cH:40][cH:39][cH:38][cH:37][cH:36]2)[c:29]2[cH:34][cH:33][cH:32][cH:31][cH:30]2)[cH:10][cH:9][c:8]1[OH:7].[C:4].[C:3].[C:1].[C:6].[O:5].[O:2]
COc1ccccc1C=Cc1ccccc1>>Oc1ccccc1C=Cc1ccccc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[CH:9]=[CH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[OH:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[CH:9]=[CH:10][c:11]1[cH:16][cH:15][cH:14][cH:13][cH:12]1.[C:1]
CC(C)(C)OC(=O)N1C(CC2CCCCOC2)COC1(C)C.O>>CC(C)(C)OC(=O)NC(CO)CC1CCCCOC1,[OH2:1].[CH3:2][C:3]([CH3:4])([CH3:5])[O:6][C:7](=[O:8])[N:9]1[CH:10]([CH2:11][CH:12]2[CH2:13][CH2:14][CH2:15][CH2:16][O:17][CH2:18]2)[CH2:19][O:20][C:21]1([CH3:22])[CH3:23]>>[CH3:5][C:3]([CH3:4])([CH3:2])[O:6][C:7](=[O:8])[NH:9][CH:10]([CH2:19][OH:1])[CH2:11][CH:12]1[CH2:13][CH2:14][CH2:15][CH2:16][O:17][CH2:18]1.[C:22].[C:21].[C:23].[O:20]
CC(Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)C(Cl)=O.C1CNOC1>>CC(Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)C(=O)N1CCCO1,[CH2:1]1[CH2:2][NH:3][O:4][CH2:5]1.[CH3:6][CH:7]([O:8][c:9]1[cH:10][cH:11][c:12]([O:13][c:14]2[cH:15][cH:16][c:17]([cH:18][cH:19]2)[C:20]([F:21])([F:22])[F:23])[cH:24][cH:25]1)[C:26]([Cl:27])=[O:28]>>[CH3:6][CH:7]([O:8][c:9]1[cH:25][cH:24][c:12]([O:13][c:14]2[cH:19][cH:18][c:17]([cH:16][cH:15]2)[C:20]([F:21])([F:22])[F:23])[cH:11][cH:10]1)[C:26](=[O:28])[N:3]1[CH2:2][CH2:1][CH2:5][O:4]1.[Cl:27]
CNC.COC(=O)c1cc(F)ccc1C#N>>COC(=O)c1cc(ccc1C#N)N(C)C,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([F:8])[cH:9][cH:10][c:11]1[C:12]#[N:13].[CH3:14][NH:15][CH3:16]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([cH:9][cH:10][c:11]1[C:12]#[N:13])[N:15]([CH3:16])[CH3:14].[F:8]
OCc1cccc(Br)n1.CCCc1c(O)ccc(C(C)=O)c1O>>CCCc1c(O)c(ccc1OCc1cccc(Br)n1)C(C)=O,[CH3:1][CH2:2][CH2:3][c:4]1[c:5]([OH:6])[cH:7][cH:8][c:9]([C:10]([CH3:11])=[O:12])[c:13]1[OH:14].[OH:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][c:21]([Br:22])[n:23]1>>[OH2:15].[CH3:1][CH2:2][CH2:3][c:4]1[c:13]([OH:14])[c:9]([cH:8][cH:7][c:5]1[O:6][CH2:16][c:17]1[cH:18][cH:19][cH:20][c:21]([Br:22])[n:23]1)[C:10]([CH3:11])=[O:12]
CC(Cl)C(Cl)=O.COC(=O)Nc1ccc(OCc2nc3ccccc3s2)cc1C>>COC(=O)N(C(=O)C(C)Cl)c1ccc(OCc2nc3ccccc3s2)cc1C,[CH3:1][CH2:2][CH2:3][c:4]1[c:5]([OH:6])[cH:7][cH:8][c:9]([C:10]([CH3:11])=[O:12])[c:13]1[OH:14].[OH:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][c:21]([Br:22])[n:23]1>>[OH2:6].[CH3:1][CH2:2][CH2:3][c:4]1[c:13]([OH:14])[c:9]([cH:8][cH:7][c:5]1[O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][c:21]([Br:22])[n:23]1)[C:10]([CH3:11])=[O:12]
CC(=O)N1CCc2c(C1)c(nn2CC1CO1)-c1ccc(Br)cc1.Cc1ccc(Cl)cc1N1CCNCC1>>CC(=O)N1CCc2c(C1)c(nn2CC(O)CN1CCN(CC1)c1cc(Cl)ccc1C)-c1ccc(Br)cc1,[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][CH2:6][c:7]2[c:8]([CH2:9]1)[c:10]([n:11][n:12]2[CH2:13][CH:14]1[CH2:15][O:16]1)-[c:17]1[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]1.[CH3:24][c:25]1[cH:26][cH:27][c:28]([Cl:29])[cH:30][c:31]1[N:32]1[CH2:33][CH2:34][NH:35][CH2:36][CH2:37]1>>[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][CH2:6][c:7]2[c:8]([CH2:9]1)[c:10]([n:11][n:12]2[CH2:13][CH:14]([OH:16])[CH2:15][N:35]1[CH2:34][CH2:33][N:32]([CH2:37][CH2:36]1)[c:31]1[cH:30][c:28]([Cl:29])[cH:27][cH:26][c:25]1[CH3:24])-[c:17]1[cH:23][cH:22][c:20]([Br:21])[cH:19][cH:18]1
OC=O.NC1c2ccccc2COc2ccc(cc12)C(O)=O>>OC(=O)c1ccc2OCc3ccccc3C(NC=O)c2c1,[OH:20][CH:21]=[O:22].[NH2:1][CH:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[CH2:9][O:10][c:11]2[cH:12][cH:13][c:14]([cH:15][c:16]12)[C:17]([OH:18])=[O:19]>>[OH:18][C:17](=[O:19])[c:14]1[cH:13][cH:12][c:11]2[O:10][CH2:9][c:8]3[cH:7][cH:6][cH:5][cH:4][c:3]3[CH:2]([NH:1][CH:21]=[O:22])[c:16]2[cH:15]1.[OH2:20]
Clc1nc(Cl)c2scc(Br)c2n1.NCC=C>>Clc1nc(NCC=C)c2scc(Br)c2n1,[Cl:5][c:6]1[n:7][c:8]([Cl:9])[c:10]2[s:11][cH:12][c:13]([Br:14])[c:15]2[n:16]1.[NH2:1][CH2:2][CH:3]=[CH2:4]>>[Cl:5][c:6]1[n:7][c:8]([NH:1][CH2:2][CH:3]=[CH2:4])[c:10]2[s:11][cH:12][c:13]([Br:14])[c:15]2[n:16]1.[ClH:9]
CC(Cl)c1ccc(F)cc1.C(Cc1ccccc1)N1CCC(CC1)Nc1nc2ccccc2[nH]1>>CC(c1ccc(F)cc1)n1c(NC2CCN(CCc3ccccc3)CC2)nc2ccccc12,[CH3:25][CH:26]([Cl:27])[c:28]1[cH:29][cH:30][c:31]([F:32])[cH:33][cH:34]1.[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[N:9]1[CH2:10][CH2:11][CH:12]([CH2:13][CH2:14]1)[NH:15][c:16]1[n:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[nH:24]1>>[CH3:25][CH:26]([c:28]1[cH:34][cH:33][c:31]([F:32])[cH:30][cH:29]1)[n:24]1[c:16]([NH:15][CH:12]2[CH2:11][CH2:10][N:9]([CH2:1][CH2:2][c:3]3[cH:4][cH:5][cH:6][cH:7][cH:8]3)[CH2:14][CH2:13]2)[n:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]12.[ClH:27]
Cc1cc2c(F)ccc(C#N)c2o1.OCCC1CCNCC1>>Cc1cc2c(ccc(C#N)c2o1)N1CCC(CCO)CC1,[OH:1][CH2:2][CH2:3][CH:4]1[CH2:5][CH2:6][NH:7][CH2:8][CH2:9]1.[CH3:10][c:11]1[cH:12][c:13]2[c:14]([F:15])[cH:16][cH:17][c:18]([C:19]#[N:20])[c:21]2[o:22]1>>[CH3:10][c:11]1[cH:12][c:13]2[c:14]([cH:16][cH:17][c:18]([C:19]#[N:20])[c:21]2[o:22]1)[N:7]1[CH2:6][CH2:5][CH:4]([CH2:3][CH2:2][OH:1])[CH2:9][CH2:8]1.[F:15]
Brc1ccc(s1)C#N.Nc1cc(Cl)ccc1Cl>>Clc1ccc(Cl)c(NC(=N)c2ccc(Br)s2)c1,[Br:1][c:2]1[cH:3][cH:4][c:5]([s:6]1)[C:7]#[N:8].[NH2:9][c:10]1[cH:11][c:12]([Cl:13])[cH:14][cH:15][c:16]1[Cl:17]>>[Cl:13][c:12]1[cH:14][cH:15][c:16]([Cl:17])[c:10]([NH:9][C:7](=[NH:8])[c:5]2[cH:4][cH:3][c:2]([Br:1])[s:6]2)[cH:11]1
CC(C)(C)Cc1nc2cc(ccc2n1CC1CC1)S(=O)(=O)C(C)(C)C(Cl)=O.NCCO>>CC(C)(C)Cc1nc2cc(ccc2n1CC1CC1)S(=O)(=O)C(C)(C)C(=O)NCCO,[NH2:1][CH2:2][CH2:3][OH:4].[CH3:5][C:6]([CH3:7])([CH3:8])[CH2:9][c:10]1[n:11][c:12]2[cH:13][c:14]([cH:15][cH:16][c:17]2[n:18]1[CH2:19][CH:20]1[CH2:21][CH2:22]1)[S:23](=[O:24])(=[O:25])[C:26]([CH3:27])([CH3:28])[C:29]([Cl:30])=[O:31]>>[CH3:8][C:6]([CH3:7])([CH3:5])[CH2:9][c:10]1[n:11][c:12]2[cH:13][c:14]([cH:15][cH:16][c:17]2[n:18]1[CH2:19][CH:20]1[CH2:22][CH2:21]1)[S:23](=[O:24])(=[O:25])[C:26]([CH3:28])([CH3:27])[C:29](=[O:31])[NH:1][CH2:2][CH2:3][OH:4].[Cl:30]
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2C(CC(O)=O)COc12.COc1ccc(CN)cc1>>COc1ccc(CNC(=O)CC2COc3c2c(ccc3OC)C(=O)Nc2c(Cl)cncc2Cl)cc1,[CH3:11][O:12][c:13]1[cH:14][cH:15][c:16]([C:17](=[O:18])[NH:19][c:20]2[c:21]([Cl:22])[cH:23][n:24][cH:25][c:26]2[Cl:27])[c:28]2[CH:29]([CH2:30][C:31]([OH:32])=[O:33])[CH2:34][O:35][c:36]12.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][NH2:8])[cH:9][cH:10]1>>[CH3:1][O:2][c:3]1[cH:10][cH:9][c:6]([CH2:7][NH:8][C:31](=[O:33])[CH2:30][CH:29]2[CH2:34][O:35][c:36]3[c:28]2[c:16]([cH:15][cH:14][c:13]3[O:12][CH3:11])[C:17](=[O:18])[NH:19][c:20]2[c:21]([Cl:22])[cH:23][n:24][cH:25][c:26]2[Cl:27])[cH:5][cH:4]1.[OH2:32]
Cc1ccccc1N.[O-][N+](=O)c1cnc2ccccc2c1Cl>>Cc1ccccc1Nc1c(cnc2ccccc12)[N+]([O-])=O,[O-:9][N+:10](=[O:11])[c:12]1[cH:13][n:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]2[c:21]1[Cl:22].[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[NH2:8]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[NH:8][c:21]1[c:12]([cH:13][n:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12)[N+:10]([O-:9])=[O:11].[ClH:22]
CCN(CC)CCCCl.Oc1ccc(cc1)S(=O)(=O)c1c(Cc2ccc(Cl)cc2)oc2ccccc12>>CCN(CC)CCCOc1ccc(cc1)S(=O)(=O)c1c(Cc2ccc(Cl)cc2)oc2ccccc12,[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[S:8](=[O:9])(=[O:10])[c:11]1[c:12]([CH2:13][c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[o:21][c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]12.[CH3:28][CH2:29][N:30]([CH2:31][CH3:32])[CH2:33][CH2:34][CH2:35][Cl:36]>>[CH3:28][CH2:29][N:30]([CH2:31][CH3:32])[CH2:33][CH2:34][CH2:35][O:1][c:2]1[cH:7][cH:6][c:5]([cH:4][cH:3]1)[S:8](=[O:9])(=[O:10])[c:11]1[c:12]([CH2:13][c:14]2[cH:20][cH:19][c:17]([Cl:18])[cH:16][cH:15]2)[o:21][c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]12.[Cl:36]
CC(C)CS(Cl)(=O)=O.Cn1ccc2c(O)cc(Cc3cnc(N)nc3N)cc12>>CC(C)CS(=O)(=O)Oc1cc(Cc2cnc(N)nc2N)cc2n(C)ccc12,[CH3:1][n:2]1[cH:3][cH:4][c:5]2[c:6]([OH:7])[cH:8][c:9]([CH2:10][c:11]3[cH:12][n:13][c:14]([NH2:15])[n:16][c:17]3[NH2:18])[cH:19][c:20]12.[CH3:21][CH:22]([CH3:23])[CH2:24][S:25]([Cl:26])(=[O:27])=[O:28]>>[CH3:21][CH:22]([CH3:23])[CH2:24][S:25](=[O:28])(=[O:27])[O:7][c:6]1[cH:8][c:9]([CH2:10][c:11]2[cH:12][n:13][c:14]([NH2:15])[n:16][c:17]2[NH2:18])[cH:19][c:20]2[n:2]([CH3:1])[cH:3][cH:4][c:5]12.[Cl:26]
COc1cc(Cl)ccc1C(Cl)=O.Nc1ccc(cc1)C(=O)N1Cc2ccccc2Cc2ccccc12>>COc1cc(Cl)ccc1C(=O)Nc1ccc(cc1)C(=O)N1Cc2ccccc2Cc2ccccc12,[NH2:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[C:8](=[O:9])[N:10]1[CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]12.[CH3:25][O:26][c:27]1[cH:28][c:29]([Cl:30])[cH:31][cH:32][c:33]1[C:34]([Cl:35])=[O:36]>>[CH3:25][O:26][c:27]1[cH:28][c:29]([Cl:30])[cH:31][cH:32][c:33]1[C:34](=[O:36])[NH:1][c:2]1[cH:7][cH:6][c:5]([cH:4][cH:3]1)[C:8](=[O:9])[N:10]1[CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]12.[Cl:35]
COCOCCCBr.c1ccc(cc1)P(c1ccccc1)c1ccccc1>>[Br-].COCOCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,[CH3:1][O:2][CH2:3][O:4][CH2:5][CH2:6][CH2:7][Br:8].[cH:9]1[cH:10][cH:11][c:12]([cH:13][cH:14]1)[P:15]([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[Br-:8].[CH3:1][O:2][CH2:3][O:4][CH2:5][CH2:6][CH2:7][P+:15]([c:12]1[cH:13][cH:14][cH:9][cH:10][cH:11]1)([c:16]1[cH:21][cH:20][cH:19][cH:18][cH:17]1)[c:22]1[cH:27][cH:26][cH:25][cH:24][cH:23]1
CN.CSc1ncc(Cl)c(Cl)n1>>CNc1nc(SC)ncc1Cl,[CH3:3][S:4][c:5]1[n:6][cH:7][c:8]([Cl:9])[c:10]([Cl:11])[n:12]1.[CH3:1][NH2:2]>>[CH3:1][NH:2][c:10]1[n:12][c:5]([S:4][CH3:3])[n:6][cH:7][c:8]1[Cl:9].[ClH:11]
Cc1ccc(CCl)nc1.Sc1nc2cc3OCOCc3cc2[nH]1>>Cc1ccc(CSc2nc3cc4OCOCc4cc3[nH]2)nc1,[SH:1][c:2]1[n:3][c:4]2[cH:5][c:6]3[O:7][CH2:8][O:9][CH2:10][c:11]3[cH:12][c:13]2[nH:14]1.[CH3:15][c:16]1[cH:17][cH:18][c:19]([CH2:20][Cl:21])[n:22][cH:23]1>>[CH3:15][c:16]1[cH:17][cH:18][c:19]([CH2:20][S:1][c:2]2[n:3][c:4]3[cH:5][c:6]4[O:7][CH2:8][O:9][CH2:10][c:11]4[cH:12][c:13]3[nH:14]2)[n:22][cH:23]1.[Cl:21]
CCOC(=O)NN.ClC(Cl)=O>>CCOC(=O)NNC(Cl)=O,[Cl:1][C:2]([Cl:3])=[O:4].[CH3:5][CH2:6][O:7][C:8](=[O:9])[NH:10][NH2:11]>>[CH3:5][CH2:6][O:7][C:8](=[O:9])[NH:10][NH:11][C:2]([Cl:1])=[O:4].[Cl:3]
Cn1c(cc(=O)n(-c2cc(F)c(cc2F)[N+]([O-])=O)c1=O)C(F)(F)F.COC(=O)C(C)Oc1ncccc1O>>COC(=O)C(C)Oc1ncccc1Oc1cc(c(F)cc1[N+]([O-])=O)-n1c(=O)cc(n(C)c1=O)C(F)(F)F,[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[O:7][c:8]1[n:9][cH:10][cH:11][cH:12][c:13]1[OH:14].[CH3:15][n:16]1[c:17]([cH:18][c:19](=[O:20])[n:21](-[c:22]2[cH:23][c:24]([F:25])[c:26]([cH:27][c:28]2[F:29])[N+:30]([O-:31])=[O:32])[c:33]1=[O:34])[C:35]([F:36])([F:37])[F:38]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[O:7][c:8]1[n:9][cH:10][cH:11][cH:12][c:13]1[O:14][c:24]1[cH:23][c:22]([c:28]([F:29])[cH:27][c:26]1[N+:30]([O-:31])=[O:32])-[n:21]1[c:19](=[O:20])[cH:18][c:17]([n:16]([CH3:15])[c:33]1=[O:34])[C:35]([F:36])([F:37])[F:38].[F:25]
