data_idx,mapped_rxn,template
1470,CCO.[H][H].[Pd].c1ccc(C[n:23]2[c:19](-[c:18]3[cH:17][c:15](=[O:16])[c:14]4[c:7]([O:8][CH2:9][CH2:10][CH:11]([CH3:12])[CH3:13])[cH:6][cH:5][c:4]([CH2:3][CH2:2][CH3:1])[c:25]4[o:24]3)[n:20][n:21][n:22]2)cc1>>[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][CH2:10][CH:11]([CH3:12])[CH3:13])[c:14]2[c:15](=[O:16])[cH:17][c:18](-[c:19]3[n:20][n:21][n:22][nH:23]3)[o:24][c:25]12,[n:1]-C-c1:c:c:c:c:c:1>>[n:1]
1476,C[N+](C)(C)Cc1ccccc1.[CH2:15]=[CH:16][C:17]#[N:18].[CH3:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[nH:14]2.[OH-].c1ccccc1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[n:14]2[CH2:15][CH2:16][C:17]#[N:18],[n:1].[C:2]=[C:3]>>[n:1]-[C:2]-[C:3]
1496,C(=NC1CCCCC1)=NC1CCCCC1.CCOCC.[OH:10][c:11]1[cH:12][cH:13][c:14]2[c:15]([cH:16]1)[O:17][CH2:18][O:19]2.[CH3:1][CH:2]([CH3:3])[O:4][CH2:5][CH2:6][CH:7]=[CH:8][CH2:9]O>>[CH3:1][CH:2]([CH3:3])[O:4][CH2:5][CH2:6][CH:7]=[CH:8][CH2:9][O:10][c:11]1[cH:12][cH:13][c:14]2[c:15]([cH:16]1)[O:17][CH2:18][O:19]2,[O:2]-c.O-[C:1]>>[C:1]-[O:2]-c
1500,Br[CH2:4][CH:3]=[C:2]([CH3:1])[CH2:16][Br:17].COCCOC.[Na].[OH:5][CH2:6][c:7]1[cH:8][cH:9][c:10]2[c:11]([cH:12]1)[O:13][CH2:14][O:15]2>>[CH3:1][C:2](=[CH:3][CH2:4][O:5][CH2:6][c:7]1[cH:8][cH:9][c:10]2[c:11]([cH:12]1)[O:13][CH2:14][O:15]2)[CH2:16][Br:17],Br-[C:1].[O:2]-C-c>>[C:1]-[O:2]-C-c
1510,CN(C)C=O.O=C1CCC(=O)N1[Cl:24].[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([C:12]23[CH2:13][CH:14]4[CH2:15][CH:16]([CH2:17][CH:18]([CH2:19]4)[CH2:20]2)[CH2:21]3)[cH:22][cH:23]1>>[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([C:12]23[CH2:13][CH:14]4[CH2:15][CH:16]([CH2:17][CH:18]([CH2:19]4)[CH2:20]2)[CH2:21]3)[cH:22][c:23]1[Cl:24],[c:1].O=C1-C-C-C(=O)-N-1-[Cl:2]>>[c:1]-[Cl:2]
1547,C1CCOC1.O=[CH:9][CH:10]1[CH2:11][CH:12]([O:13][CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][O:19]2)[CH:20]([OH:21])[CH:22]1[CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][OH:30].c1ccc(P(c2ccccc2)(c2ccccc2)=[CH:8][C:6]([CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])=[O:7])cc1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6](=[O:7])[CH:8]=[CH:9][CH:10]1[CH2:11][CH:12]([O:13][CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][O:19]2)[CH:20]([OH:21])[CH:22]1[CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][OH:30],O=[C:1].[C:2]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1>>[C:1]=[C:2]
1568,N[C:3]([CH:2]([CH3:1])[c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[CH2:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[C:20]2=[O:21])=[O:4].[OH2:5].O=S(=O)(O)O>>[CH3:1][CH:2]([C:3](=[O:4])[OH:5])[c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[CH2:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[C:20]2=[O:21],[O:2].N-[C:1]=O>>O=[C:1]-[O:2]
1621,CC(C)(C)O.O.O=C(OCc1ccccc1)[NH:14][C@H:13]([C:11]([NH:10][C@H:5]([C:3]([O:2][CH3:1])=[O:4])[CH2:6][CH:7]([CH3:8])[CH3:9])=[O:12])[CH2:15][C:16]([NH2:17])=[O:18].[Pd]>>[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH2:6][CH:7]([CH3:8])[CH3:9])[NH:10][C:11](=[O:12])[C@@H:13]([NH2:14])[CH2:15][C:16]([NH2:17])=[O:18],O=C(-[N:1])-O-C-c1:c:c:c:c:c:1>>[N:1]
1643,CCN(CC)CC.CN(C)C=O.O=C1CCC(=O)N1O[C:20]([C@H:8]([C@@H:2]([CH3:1])[O:3][C:4]([CH3:5])([CH3:6])[CH3:7])[NH:9][C:10](=[O:11])[O:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)=[O:21].[NH2:22][C@@H:23]([CH2:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[C:31](=[O:32])[N:33]1[CH2:34][CH2:35][CH2:36][C@H:37]1[C:38](=[O:39])[OH:40]>>[CH3:1][C@@H:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C@H:8]([NH:9][C:10](=[O:11])[O:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[C:20](=[O:21])[NH:22][C@@H:23]([CH2:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[C:31](=[O:32])[N:33]1[CH2:34][CH2:35][CH2:36][C@H:37]1[C:38](=[O:39])[OH:40],[N:2].O=[C:1]-O-N1-C(=O)-C-C-C-1=O>>O=[C:1]-[N:2]
1664,CC(C)(C)OC(=O)[NH:6][C@@H:5]([CH2:4][CH2:3][S:2][CH3:1])[C:7](=[O:8])[NH:9][C@@H:10]([CH2:11][CH:12]([CH3:13])[CH3:14])[C:15](=[O:16])[NH:17][CH2:18][C:19](=[O:20])[OH:21].O=C(O)C(F)(F)F>>[CH3:1][S:2][CH2:3][CH2:4][C@H:5]([NH2:6])[C:7](=[O:8])[NH:9][C@@H:10]([CH2:11][CH:12]([CH3:13])[CH3:14])[C:15](=[O:16])[NH:17][CH2:18][C:19](=[O:20])[OH:21],C-C(-C)(-C)-O-C(=O)-[N:1]>>[N:1]
1695,CO.C[O-].O=[CH:6][c:5]1[cH:4][c:3]([O:2][CH3:1])[c:24]([O:25][CH3:26])[c:21]([O:22][CH3:23])[cH:20]1.[CH3:7][c:8]1[cH:9][c:10](=[O:11])[n:12]2[cH:13][cH:14][cH:15][c:16]([CH3:17])[c:18]2[n:19]1.[Na+]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH:6]=[CH:7][c:8]2[cH:9][c:10](=[O:11])[n:12]3[cH:13][cH:14][cH:15][c:16]([CH3:17])[c:18]3[n:19]2)[cH:20][c:21]([O:22][CH3:23])[c:24]1[O:25][CH3:26],[C:2]-c.O=[C:1]>>[C:1]=[C:2]-c
1707,Cl.O.O=C([O-])O.O=[N+]([O-])N[c:5]1[n:6][c:7]([CH3:8])[cH:9][c:10]([OH:11])[n:12]1.[CH3:1][O:2][NH:3][CH3:4].[Na+]>>[CH3:1][O:2][N:3]([CH3:4])[c:5]1[n:6][c:7]([CH3:8])[cH:9][c:10]([OH:11])[n:12]1,[N:1].O=[N+](-[O-])-N-[c:2]>>[N:1]-[c:2]
1723,Br[c:6]1[cH:7][cH:8][s:9][cH:10]1.CN(C)C=O.O.[H-].[NH2:1][c:2]1[cH:3][c:4]([SH:5])[cH:11][cH:12][c:13]1[N+:14](=[O:15])[O-:16].[Na+]>>[NH2:1][c:2]1[cH:3][c:4]([S:5][c:6]2[cH:7][cH:8][s:9][cH:10]2)[cH:11][cH:12][c:13]1[N+:14](=[O:15])[O-:16],[S:1].Br-[c:2]>>[S:1]-[c:2]
1733,CCO.[CH3:1][CH2:2][n:3]1[n:4][cH:5][c:6]2[c:7]1[nH:8][c:9](=[O:10])[cH:11][c:12]2[C:13]([F:14])([F:15])[F:16].[H][H].[Rh]>>[CH3:1][CH2:2][n:3]1[n:4][cH:5][c:6]2[c:7]1[NH:8][C:9](=[O:10])[CH2:11][CH:12]2[C:13]([F:14])([F:15])[F:16],[c:1]1:[n:2]:[c:3]:[c:4]:[c:5]:[c:6]:1>>[C:1]1-[N:2]-[c:3]:[c:4]-[C:5]-[C:6]-1
1805,[CH3:1][C:2]1([CH3:3])[CH2:4][O:5][C:8](=[O:9])[CH:6]1[OH:7].[Ca:31].[NH2:10][CH2:11][CH2:12][C:13](=[O:14])[OH:15]>>[CH3:1][C:2]([CH3:3])([CH2:4][OH:5])[CH:6]([OH:7])[C:8](=[O:9])[NH:10][CH2:11][CH2:12][C:13](=[O:14])[O-:15].CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].[Ca+2:31],[N:3].O=[C:2]-[O:1]>>[O:1].O=[C:2]-[N:3]
1822,Cl.[C:12]1(=[O:13])[CH2:14][CH2:15][C:16](=[O:17])[O:18]1.[CH3:1][C:2](=[O:3])[C@H:4]1[CH2:5][CH2:6][C@H:7]2[C@@H:8]3[CH2:9][C@H:10]([OH:11])[C:19]4=[CH:20][C:21](=[O:22])[CH2:23][CH2:24][C@:25]4([CH3:26])[C@H:27]3[CH2:28][CH2:29][C@:30]12[CH3:31].c1ccncc1>>[CH3:1][C:2](=[O:3])[C@H:4]1[CH2:5][CH2:6][C@H:7]2[C@@H:8]3[CH2:9][C@H:10]([O:11][C:12](=[O:13])[CH2:14][CH2:15][C:16](=[O:17])[OH:18])[C:19]4=[CH:20][C:21](=[O:22])[CH2:23][CH2:24][C@:25]4([CH3:26])[C@H:27]3[CH2:28][CH2:29][C@:30]12[CH3:31],[O:3].O=C-[O:1]-[C:2]=O>>O=C-[O:1].O=[C:2]-[O:3]
1826,CCOC(C)=O.CCOCC.O=C(O[OH:10])c1cccc(Cl)c1.O=C([O-])O.[Na+].[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH2:8][CH:9]=[CH:11][CH2:12]2>>[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH2:8][CH:9]1[O:10][CH:11]1[CH2:12]2,[C:1]=[C:2].Cl-c1:c:c:c:c(-C(=O)-O-[O:3]):c:1>>[C:1]1-[C:2]-[O:3]-1
1832,C1CCOC1.CCOCC.ClC(Cl)Cl.O=C([O-])O.[Na+].[O-][Cl+3]([O-])([O-])O.[OH2:12].[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH2:8][CH:9]1[CH:11]([O:10]1)[CH2:13]2>>[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH2:8][C@@H:9]([OH:10])[C@H:11]([OH:12])[CH2:13]2,[O:2].[C:3]-[O:1]>>[O:1].[O:2]-[C:3]
1834,CCO.O=[CH2:5].[CH3:1][CH:2]([CH3:3])[NH:4][CH2:21][CH:7]([OH:6])[CH2:8][O:9][c:10]1[cH:11][cH:12][cH:13][c:14]2[c:15]1[CH2:16][CH2:17][CH:18]([OH:19])[CH2:20]2.[ClH:22]>>[CH3:1][CH:2]([CH3:3])[N:4]1[CH2:5][O:6][CH:7]([CH2:8][O:9][c:10]2[cH:11][cH:12][cH:13][c:14]3[c:15]2[CH2:16][CH2:17][CH:18]([OH:19])[CH2:20]3)[CH2:21]1.[ClH:22],[N:1].[O:3].O=[C:2]>>[N:1]-[C:2]-[O:3]
1838,I[CH3:1].[H-].[Na+].[OH:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[CH2:10][CH2:11][CH2:12][C:13]2=[O:14]>>[CH3:1][O:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[CH2:10][CH2:11][CH2:12][C:13]2=[O:14],I-[C:1].[O:2]-C-c>>[C:1]-[O:2]-C-c
1869,CCOCC.II.I[CH2:9]I.[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]([OH:7])[CH:8]=[CH:10][CH:11]1[CH2:12][CH2:13][CH:14]([OH:15])[CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][C:23](=[O:24])[O:25][CH3:26].[Cl-].[Cu].[NH4+].[Zn]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]([OH:7])[CH:8]1[CH2:9][CH:10]1[CH:11]1[CH2:12][CH2:13][CH:14]([OH:15])[CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][C:23](=[O:24])[O:25][CH3:26],I-[C:1]-I.[C:2]=[C:3]>>[C:1]1-[C:2]-[C:3]-1
1877,CCC(=O)OC(=O)CC.O=[C:3](O)[CH2:2][CH3:1].[NH2:4][c:5]1[n:6][c:7]2[cH:8][c:9]([Cl:10])[cH:11][cH:12][c:13]2[n:14][c:15]1[NH2:16]>>[CH3:1][CH2:2][c:3]1[n:4][c:5]2[n:6][c:7]3[cH:8][c:9]([Cl:10])[cH:11][cH:12][c:13]3[n:14][c:15]2[nH:16]1,O-[C:2]=O.[N:1]-[c:5]:[c:4]-[N:3]>>[n:1]1:[c:2]:[n:3]:[c:4]:[c:5]:1
1882,Cl.Cl[C:3]([O:2][CH3:1])=[O:4].[OH:5][CH2:6][c:7]1[cH:8][n:9][c:10]([CH3:11])[c:12]([OH:13])[cH:14]1.c1ccncc1>>[CH3:1][O:2][C:3](=[O:4])[O:5][CH2:6][c:7]1[cH:8][n:9][c:10]([CH3:11])[c:12]([OH:13])[cH:14]1,[O:2]-C-c.Cl-[C:1](-O)=O>>O-[C:1](=O)-[O:2]-C-c
1951,CCO.Cl[CH2:11][CH2:12][CH:13]([OH:14])[CH2:15]Cl.O=C([O-])[O-].[CH3:1][CH:2]([C:3](=[O:4])[OH:5])[c:6]1[cH:7][cH:8][c:9]([NH2:10])[c:16]([Cl:17])[cH:18]1.[K+].[K+]>>[CH3:1][CH:2]([C:3](=[O:4])[OH:5])[c:6]1[cH:7][cH:8][c:9]([N:10]2[CH2:11][CH2:12][CH:13]([OH:14])[CH2:15]2)[c:16]([Cl:17])[cH:18]1,[N:2].Cl-[C:1].Cl-[C:3]>>[C:1]-[N:2]-[C:3]
1968,[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH:10]([CH2:11][CH2:12][N:13]1[CH2:25][CH:24]=[C:16]([c:17]3[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]3)[CH2:15][CH2:14]1)[CH:26]([CH2:27][CH3:28])[N:29]2[C:30](=[O:31])[CH:32]([CH3:33])[CH3:34].[CH3:35][CH2:36][O:37][c:38]1[cH:39][cH:40][c:41]2[c:42]([cH:43]1)[CH:44]([CH2:45][CH2:46][N:47]1[CH2:58][CH:57]=[C:50]([c:51]3[cH:52][cH:53][cH:54][cH:55][cH:56]3)[CH2:49][CH2:48]1)[CH:59]([CH2:60][CH3:61])[N:62]2[C:63](=[O:64])[CH:65]([CH3:66])[CH3:67]>>[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH:10]([CH2:11][CH2:12][N:13]1[CH2:14][CH2:15][CH:16]([c:17]3[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]3)[CH2:24][CH2:25]1)[CH:26]([CH2:27][CH3:28])[N:29]2[C:30](=[O:31])[CH:32]([CH3:33])[CH3:34].[CH3:35][CH2:36][O:37][c:38]1[cH:39][cH:40][c:41]2[c:42]([cH:43]1)[CH:44]([CH2:45][CH2:46][N:47]1[CH2:48][CH2:49][CH:50]([c:51]3[cH:52][cH:53][cH:54][cH:55][cH:56]3)[CH2:57][CH2:58]1)[CH:59]([CH2:60][CH3:61])[N:62]2[C:63](=[O:64])[CH:65]([CH3:66])[CH3:67],[C:1]=[C:2].[C:3]=[C:4]>>[C:1]-[C:2].[C:3]-[C:4]
1983,CCCCO.Cc1ccc(S(=O)(=O)O)cc1.O.O=[C:6]([c:5]1[cH:4][cH:3][c:2]([Cl:1])[cH:21][c:19]1[Cl:20])[CH2:7][Br:8].[OH:9][CH2:10][CH:11]([c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[OH:18].c1ccccc1>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([C:6]2([CH2:7][Br:8])[O:9][CH2:10][CH:11]([c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[O:18]2)[c:19]([Cl:20])[cH:21]1,[O:1].[O:3]-C-c.O=[C:2]>>[O:1]-[C:2]-[O:3]-C-c
2029,C1CCOC1.CCOCC.O.O=[N:1][N:2]1[CH2:3][CH2:4][N:5]([CH:6]2[c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[CH:13]=[C:14]([Br:15])[c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]32)[CH2:22][CH2:23]1.[AlH4-].[Li+].[Na+].[OH-]>>[NH2:1][N:2]1[CH2:3][CH2:4][N:5]([CH:6]2[c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[CH:13]=[C:14]([Br:15])[c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]32)[CH2:22][CH2:23]1,O=[N:1]>>[N:1]
2038,[CH3:1]OS(=O)(=O)OC.O=C([O-])[O-].[K+].[K+].[Na+].[OH-].[nH:2]1[n:3][c:4]([S:5]([CH3:6])=[O:7])[c:8](=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12>>[CH3:1][n:2]1[n:3][c:4]([S:5]([CH3:6])=[O:7])[c:8](=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12,[n:1].C-O-S(=O)(=O)-O-[C:2]>>[n:1]-[C:2]
2042,ClC(Cl)Cl.O=C([O-])O.[OH:8]OC(c1cccc(Cl)c1)=O.[CH3:1][n:2]1[n:3][c:4]([S:5]([CH3:6])=[O:7])[c:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12.[Na+]>>[CH3:1][n:2]1[n:3][c:4]([S:5]([CH3:6])(=[O:7])=[O:8])[c:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12,[S:1].Cl-c1:c:c:c:c(-C(=O)-O-[O:2]):c:1>>[S:1]=[O:2]
2044,Cl[S:8]([CH3:9])(=[O:10])=[O:11].O.[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][c:6]([OH:7])[cH:12][cH:13][c:14]2[O:15][CH:16]1[N:17]1[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22]1.c1ccncc1>>[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][c:6]([O:7][S:8]([CH3:9])(=[O:10])=[O:11])[cH:12][cH:13][c:14]2[O:15][CH:16]1[N:17]1[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22]1,Cl-[S:1].[O:2]-c>>[S:1]-[O:2]-c
2046,Cl.Cl[C:18](=[O:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][c:6]([O:7][S:8]([CH3:9])(=[O:10])=[O:11])[cH:12][cH:13][c:14]2[O:15][CH:16]1[OH:17].c1ccncc1>>[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][c:6]([O:7][S:8]([CH3:9])(=[O:10])=[O:11])[cH:12][cH:13][c:14]2[O:15][CH:16]1[O:17][C:18](=[O:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,O-C-[O:1].Cl-[C:2]=O>>O-C-[O:1]-[C:2]=O
2074,C1COCCO1.[CH3:1][CH:2]([CH3:3])[CH:4]1[O:5][CH2:6][CH2:7][N:8]1[CH2:9][CH:10]1[O:11][CH2:12]1.[N-:13]=[N+:14]=[N-:15].[Na+]>>[CH3:1][CH:2]([CH3:3])[CH:4]1[O:5][CH2:6][CH2:7][N:8]1[CH2:9][CH:10]([OH:11])[CH2:12][N:13]=[N+:14]=[N-:15],N=[N:2].[C:3]-[O:1]>>[O:1].N=[N:2]-[C:3]
2079,ClCCl.O[C:2](=[O:1])[CH2:3][NH:4][C:5](=[O:6])[O:7][CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1.[OH:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(SSc2ccccn2)nc1>>[O:1]=[C:2]([CH2:3][NH:4][C:5](=[O:6])[O:7][CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[O:2]-C-c.O-[C:1]=O>>O=[C:1]-[O:2]-C-c
2090,[CH3:15][CH:14]([CH3:16])[C:12](=[O:13])OC(=O)C(C)C.O.[CH3:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([NH2:11])[cH:17]1>>[CH3:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([NH:11][C:12](=[O:13])[CH:14]([CH3:15])[CH3:16])[cH:17]1,[N:2].C-C(-C)-C(=O)-O-[C:1]=O>>O=[C:1]-[N:2]
2092,CS(C)=O.Cc1ccc(S(=O)(=O)O[CH3:1])cc1.[Na+].[OH-].[OH:2][C:3]([CH3:4])([C:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[CH3:1][O:2][C:3]([CH3:4])([C:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[O:2]-C-c.C-c1:c:c:c(-S(=O)(=O)-O-[C:1]):c:c:1>>[C:1]-[O:2]-C-c
2104,CCN(CC)CC.ClCCl.[CH3:1][N:2]=[C:3]=[O:4].[OH:5][N:6]=[C:7]([CH3:8])[CH2:9][S:10][C:11]([F:12])([F:13])[F:14]>>[CH3:1][NH:2][C:3](=[O:4])[O:5][N:6]=[C:7]([CH3:8])[CH2:9][S:10][C:11]([F:12])([F:13])[F:14],[O:3].O=[C:1]=[N:2]>>O=[C:1](-[N:2])-[O:3]
2127,CC(C)O.Cl.Cl[CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]1.O.[Na+].[O:1]=[C:2]([OH:3])[CH:12]1[CH2:13][C:14]1([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[OH-]>>[O:1]=[C:2]([O:3][CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]1)[CH:12]1[CH2:13][C:14]1([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,Cl-[C:2].O=C-[O:1]>>O=C-[O:1]-[C:2]
2149,Cl.O.O=CO.O=C[O-].O=[CH:2][c:3]1[cH:4][o:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[c:12]1=[O:13].O[NH2:1].[Na+]>>[N:1]#[C:2][c:3]1[cH:4][o:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[c:12]1=[O:13],O-[N:1].O=[C:2]>>[N:1]#[C:2]
2159,Br[C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[CH3:19].CC(C)=O.O=C([O-])O.[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[NH2:10].[Na+]>>[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[NH:10][C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[CH3:19],[N:2].Br-[C:1]=O>>O=[C:1]-[N:2]
2221,B.C1CCOC1.Cl.O.[OH:23]O.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][CH2:10][C@@H:11]1[C@@H:12]2[CH2:13][CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C:20]21[CH:21]=[CH:22][CH2:24][O:25]1.[Na+].[OH-]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][CH2:10][C@@H:11]1[C@@H:12]2[CH2:13][CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C:20]21[CH2:21][CH:22]([OH:23])[CH2:24][O:25]1,O-[O:1].[C:2]=[C:3]>>[O:1]-[C:2]-[C:3]
2228,CC(=O)O.CO[CH:15]1O[CH:12](OC)[CH2:13][CH2:14]1.[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][c:6]([Cl:7])[cH:8][cH:9][c:10]1[NH2:11]>>[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][c:6]([Cl:7])[cH:8][cH:9][c:10]1-[n:11]1[cH:12][cH:13][cH:14][cH:15]1,[N:1].C-O-[C:5]1-O-[C:2](-O-C)-[C:3]-[C:4]-1>>[n:1]1:[c:2]:[c:3]:[c:4]:[c:5]:1
2274,Br[c:7]1[s:6][cH:5][c:4]([NH:3][C:2](=[O:1])[C:9]([F:10])([F:11])[F:12])[n:8]1.CC(=O)[O-].CCO.O.O.O.[Na+].[Pd]>>[O:1]=[C:2]([NH:3][c:4]1[cH:5][s:6][cH:7][n:8]1)[C:9]([F:10])([F:11])[F:12],Br-[c:1]>>[c:1]
2286,[CH3:3]OS(=O)(=O)OC.O.[CH3:1][OH:2].[CH3:4][C@:5]12[CH2:6][CH2:7][C@@H:8]3[c:9]4[cH:10][cH:11][c:12]([OH:13])[cH:14][c:15]4[CH2:16][CH2:17][C@H:18]3[C@@H:19]1[CH2:20][CH2:21][C:22]2=[O:23].[K+].[OH-]>>[CH3:1][O:2][CH3:3].[CH3:4][C@:5]12[CH2:6][CH2:7][C@@H:8]3[c:9]4[cH:10][cH:11][c:12]([OH:13])[cH:14][c:15]4[CH2:16][CH2:17][C@H:18]3[C@@H:19]1[CH2:20][CH2:21][C:22]2=[O:23],[O:1].C-O-S(=O)(=O)-O-[C:2]>>[O:1]-[C:2]
2295,CCO.[C:4]1(=[O:5])[c:6]2[cH:7][c:8]([N+:9](=[O:10])[O-:11])[cH:12][cH:13][c:14]2[CH2:15][O:16]1.[CH3:1][NH:2][CH3:3]>>[CH3:1][N:2]([CH3:3])[C:4](=[O:5])[c:6]1[cH:7][c:8]([N+:9](=[O:10])[O-:11])[cH:12][cH:13][c:14]1[CH2:15][OH:16],[N:2].O=[C:1]1-[O:3]-C-c:c-1>>O=[C:1](-[N:2])-c:c-C-[O:3]
